WARNING: Interface fairchem is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
47 2CET_22_trp                              -2.525    -2.321    -0.204    -8.788
48 2CET_23_phe                              -5.926    -5.529    -0.397    -7.173
49 2FVD_01_bbn                              -1.143    -1.071    -0.072    -6.735
50 2FVD_02_bbn                              -1.121    -0.993    -0.128   -12.884
51 2FVD_03_bbn                              -0.802    -0.802     0.000     0.056
52 2FVD_04_bbn                              -0.495    -0.422    -0.073   -17.218
53 2FVD_05_bbn                              -5.897    -5.863    -0.034    -0.586
54 2FVD_06_bbn                              -3.489    -3.338    -0.151    -4.530
55 2FVD_07_bbn                              -8.414    -8.131    -0.283    -3.485
56 2FVD_08_bbn                              -2.883    -2.300    -0.583   -25.361
57 2FVD_09_bbn                              -8.321    -7.877    -0.444    -5.635
58 2FVD_10_bbn                               1.507     1.604    -0.097    -6.057
59 2FVD_11_bbn                              -1.518    -1.444    -0.074    -5.136
60 2FVD_12_bbn                               0.004     0.235    -0.231   -98.347
61 2FVD_13_bbn                              -3.643    -3.477    -0.166    -4.765
62 2FVD_14_bbn                               0.039     0.073    -0.034   -46.277
63 2FVD_15_bbn                              -0.368    -0.301    -0.067   -22.132
64 2FVD_16_bbn                              -3.243    -3.018    -0.225    -7.466
65 2FVD_17_ile                              -4.192    -3.780    -0.412   -10.896
66 2FVD_18_val                              -2.977    -2.692    -0.285   -10.597
67 2FVD_19_ala                              -1.954    -1.773    -0.181   -10.231
68 2FVD_20_lys                              -4.932    -5.495     0.563    10.249
69 2FVD_21_val                              -1.107    -1.148     0.041     3.557
70 2FVD_22_phe                              -2.322    -2.355     0.033     1.380
71 2FVD_23_glu                              -0.356    -1.405     1.049    74.636
72 2FVD_24_phe                              -3.148    -3.086    -0.062    -2.009
73 2FVD_25_leu                              -1.160    -1.099    -0.061    -5.511
74 2FVD_26_hie                              -0.578    -0.527    -0.051    -9.668
75 2FVD_27_gln                              -3.784    -3.566    -0.218    -6.100
76 2FVD_28_asp                              -9.879    -9.816    -0.063    -0.646
77 2FVD_29_lys                             -19.748   -18.966    -0.782    -4.123
78 2FVD_30_asn                              -4.744    -4.527    -0.217    -4.787
79 2FVD_31_leu                              -4.749    -4.344    -0.405    -9.330
80 2FVD_32_ala                              -1.141    -1.161     0.020     1.736
81 2FVD_33_asp                              -9.290    -9.472     0.182     1.926
82 2OBF_01_bbn                              -0.609    -0.518    -0.091   -17.494
83 2OBF_02_bbn                              -7.953    -7.805    -0.148    -1.898
84 2OBF_03_bbn                               0.544     0.825    -0.281   -34.082
85 2OBF_04_bbn                              -3.875    -3.767    -0.108    -2.856
86 2OBF_05_bbn                              -0.386    -0.402     0.016     4.026
87 2OBF_06_bbn                              -0.961    -0.817    -0.144   -17.589
88 2OBF_07_pro                              -1.098    -1.039    -0.059    -5.650
89 2OBF_08_bbn                               0.056     0.362    -0.306   -84.444
90 2OBF_09_bbn                              -0.449    -0.473     0.024     5.080
91 2OBF_10_bbn                              -5.482    -5.683     0.201     3.538
92 2OBF_11_bbn                               0.713     0.668     0.045     6.688
93 2OBF_12_bbn                               1.395     1.836    -0.441   -24.019
94 2OBF_13_bbn                              -3.032    -2.971    -0.061    -2.040
95 2OBF_14_tyr                              -6.870    -6.909     0.039     0.559
96 2OBF_15_asn                              -7.404    -7.005    -0.399    -5.698
97 2OBF_16_tyr                              -6.322    -5.912    -0.410    -6.928
98 2OBF_17_arg                              40.672    41.108    -0.436    -1.060
99 2OBF_18_leu                              -0.356    -0.537     0.181    33.786
100 2OBF_19_val                             -2.805    -2.422    -0.383   -15.818
101 2OBF_20_ala                             -0.977    -0.973    -0.004    -0.460
102 2OBF_21_leu                             -1.115    -1.240     0.125    10.064
103 2OBF_22_tyr                             -4.038    -3.891    -0.147    -3.775
104 2OBF_23_tyr                             -3.008    -2.925    -0.083    -2.835
105 2OBF_24_phe                            -10.277    -9.337    -0.940   -10.064
106 2OBF_25_ala                             -0.416    -0.605     0.189    31.300
107 2OBF_26_ala                             -1.612    -1.585    -0.027    -1.674
108 2OBF_27_glu                           -136.204  -135.109    -1.095    -0.810
109 2OBF_28_tyr                             -9.198    -8.661    -0.537    -6.197
110 2OBF_29_val                             -0.774    -0.943     0.169    17.915
111 2OBF_30_met                             -0.259    -0.341     0.082    24.066
112 2OBF_31_asp                            -83.483   -82.912    -0.571    -0.688
113 2OBF_32_val                             -1.794    -1.915     0.121     6.327
114 2OBF_33_val                             -1.575    -1.506    -0.069    -4.573
115 2P4Y_01_bbn                              0.184     0.633    -0.449   -70.924
116 2P4Y_02_bbn                             -3.589    -3.158    -0.431   -13.638
117 2P4Y_03_bbn                             -1.840    -1.621    -0.219   -13.522
118 2P4Y_04_bbn                             -0.641    -0.504    -0.137   -27.255
119 2P4Y_05_bbn                             -3.169    -3.285     0.116     3.539
120 2P4Y_06_bbn                             -1.213    -1.259     0.046     3.667
121 2P4Y_07_bbn                             -2.865    -1.965    -0.900   -45.796
122 2P4Y_08_bbn                             -2.322    -1.945    -0.377   -19.375
123 2P4Y_09_bbn                             -0.835    -0.814    -0.021    -2.520
124 2P4Y_10_bbn                             -1.222    -1.060    -0.162   -15.300
125 2P4Y_11_bbn                             -1.646    -1.549    -0.097    -6.253
126 2P4Y_12_bbn                             -1.706    -1.648    -0.058    -3.511
127 2P4Y_13_bbn                              0.243     0.388    -0.145   -37.274
128 2P4Y_14_bbn                             -7.449    -7.223    -0.226    -3.130
129 2P4Y_15_bbn                            -22.567   -22.002    -0.565    -2.567
130 2P4Y_16_bbn                             -6.535    -6.373    -0.162    -2.540
131 2P4Y_17_phe                              0.071    -0.118     0.189   159.850
132 2P4Y_18_ile                             -1.086    -0.958    -0.128   -13.381
133 2P4Y_19_cys                             -5.937    -5.376    -0.561   -10.442
134 2P4Y_20_phe                             -1.995    -1.502    -0.493   -32.825
135 2P4Y_21_arg                            -72.507   -70.559    -1.948    -2.761
136 2P4Y_22_ser                             -2.179    -1.952    -0.227   -11.621
137 2P4Y_23_ala                             -2.138    -2.010    -0.128    -6.388
138 2P4Y_24_glu                             19.462    19.435     0.027     0.138
139 2P4Y_25_ile                             -1.119    -1.935     0.816    42.188
140 2P4Y_26_ile                             -2.874    -2.787    -0.087    -3.137
141 2P4Y_27_tyr                             -1.825    -1.841     0.016     0.884
142 2P4Y_28_met                             -2.688    -2.641    -0.047    -1.784
143 2P4Y_29_leu                             -5.139    -4.607    -0.532   -11.557
144 2P4Y_30_leu                             -3.000    -2.673    -0.327   -12.233
145 2P4Y_31_val                             -1.734    -1.593    -0.141    -8.855
146 2P4Y_32_ile                             -8.279    -7.524    -0.755   -10.031
147 2P4Y_33_ser                             -3.840    -3.787    -0.053    -1.394
148 2P4Y_34_met                             -2.242    -2.077    -0.165    -7.940
149 2P4Y_35_leu                             -1.420    -1.370    -0.050    -3.660
150 2P4Y_36_phe                             -1.512    -1.510    -0.002    -0.107
151 2P4Y_37_met                             -3.312    -3.066    -0.246    -8.008
152 2P4Y_38_lys                            -29.857   -28.948    -0.909    -3.141
153 2P4Y_39_hie                             -0.993    -1.154     0.161    13.977
154 2VOT_01_bbn                              2.141     2.471    -0.330   -13.353
155 2VOT_02_bbn                              0.373     0.834    -0.461   -55.245
156 2VOT_03_bbn                              1.575     1.814    -0.239   -13.189
157 2VOT_04_trp                             -1.979    -1.855    -0.124    -6.674
158 2VOT_05_asp                           -108.908  -108.715    -0.193    -0.177
159 2VOT_06_trp                             -1.403    -0.130    -1.273  -979.001
160 2VOT_07_arg                             40.322    41.149    -0.827    -2.009
161 2VOT_08_trp                             -1.989    -1.687    -0.302   -17.914
162 2VOT_09_cys                             -1.762    -1.784     0.022     1.219
163 2VOT_10_asn                             -3.758    -3.554    -0.204    -5.727
164 2VOT_11_glu                           -109.521  -109.350    -0.171    -0.156
165 2VOT_12_glu                            -44.500   -45.354     0.854     1.884
166 2VOT_13_trp                             -0.530    -0.448    -0.082   -18.242
167 2VOT_14_trp                              0.331     0.355    -0.024    -6.862
168 2VOT_15_hip                             53.125    52.496     0.629     1.198
169 2VOT_16_trp                             -8.475    -7.689    -0.786   -10.224
170 2VOT_17_tyr                             -4.387    -4.084    -0.303    -7.413
171 2VOT_18_glu                           -112.518  -111.797    -0.721    -0.645
172 2VOT_19_ser                              0.525     0.657    -0.132   -20.122
173 2VOT_20_ser                             -1.365    -1.306    -0.059    -4.541
174 2VOT_21_trp                            -15.263   -14.338    -0.925    -6.453
175 2VOT_22_trp                             -7.753    -7.156    -0.597    -8.339
176 2VW5_01_bbn                             -1.774    -1.602    -0.172   -10.724
177 2VW5_02_bbn                             -2.248    -2.012    -0.236   -11.705
178 2VW5_03_bbn                             -0.273    -0.165    -0.108   -65.154
179 2VW5_04_bbn                             -0.427    -0.347    -0.080   -23.155
180 2VW5_05_bbn                             -1.644    -1.513    -0.131    -8.643
181 2VW5_06_bbn                             -0.113     0.010    -0.123 -1228.904
182 2VW5_07_bbn                             -0.175    -0.062    -0.113  -182.324
183 2VW5_08_bbn                             -0.457    -0.306    -0.151   -49.476
184 2VW5_09_bbn                             -2.144    -1.959    -0.185    -9.452
185 2VW5_10_bbn                             -0.844    -0.747    -0.097   -13.018
186 2VW5_11_bbn                             -4.244    -3.942    -0.302    -7.653
187 2VW5_12_bbn                             -0.178     0.092    -0.270  -293.204
188 2VW5_13_bbn                             -7.849    -7.609    -0.240    -3.160
189 2VW5_14_bbn                             -2.775    -2.653    -0.122    -4.587
190 2VW5_15_bbn                              0.075     0.119    -0.044   -37.177
191 2VW5_16_asn                             -6.615    -6.153    -0.462    -7.504
192 2VW5_17_ala                             -0.431    -0.437     0.006     1.387
193 2VW5_18_asp                            -28.449   -27.702    -0.747    -2.695
194 2VW5_19_ala                             -1.675    -1.574    -0.101    -6.402
195 2VW5_20_lys                            -17.554   -16.841    -0.713    -4.236
196 2VW5_21_asp                            -20.471   -20.676     0.205     0.989
197 2VW5_22_ile                             -1.020    -0.966    -0.054    -5.601
198 2VW5_23_met                             -6.562    -5.847    -0.715   -12.231
199 2VW5_24_glu                             -6.707    -6.855     0.148     2.165
200 2VW5_25_asn                             -2.234    -1.838    -0.396   -21.522
201 2VW5_26_leu                             -1.562    -1.397    -0.165   -11.782
202 2VW5_28_val                             -0.691    -0.688    -0.003    -0.498
203 2VW5_29_phe                             -4.017    -3.685    -0.332    -8.998
204 2VW5_30_tyr                             -1.283    -1.319     0.036     2.754
205 2VW5_31_val                             -0.521    -0.469    -0.052   -11.078
206 2VW5_32_thr                             -4.821    -4.575    -0.246    -5.370
207 2VW5_33_leu                             -0.952    -0.905    -0.047    -5.149
208 2XB8_01_bbn                              3.001     2.947     0.054     1.831
209 2XB8_02_bbn                             -3.907    -3.648    -0.259    -7.086
210 2XB8_03_bbn                             -2.447    -2.281    -0.166    -7.264
211 2XB8_04_bbn                             -3.286    -3.228    -0.058    -1.809
212 2XB8_05_bbn                             -1.764    -1.707    -0.057    -3.336
213 2XB8_06_bbn                              1.755     1.795    -0.040    -2.213
214 2XB8_07_bbn                              0.147     0.743    -0.596   -80.236
215 2XB8_08_bbn                             -8.962    -8.427    -0.535    -6.346
216 2XB8_09_bbn                             -5.220    -4.519    -0.701   -15.506
217 2XB8_10_bbn                             -1.907    -1.881    -0.026    -1.368
218 2XB8_11_bbn                             -4.018    -3.191    -0.827   -25.904
219 2XB8_12_bbn                            -18.825   -18.509    -0.316    -1.708
220 2XB8_13_bbn                            -18.994   -18.726    -0.268    -1.431
221 2XB8_14_bbn                              3.010     3.105    -0.095    -3.061
222 2XB8_15_bbn                             -1.410    -1.108    -0.302   -27.283
223 2XB8_16_asn                              0.449     0.457    -0.008    -1.777
224 2XB8_17_leu                             -4.501    -4.157    -0.344    -8.270
225 2XB8_18_arg                            -25.915   -24.340    -1.575    -6.469
226 2XB8_19_leu                             -0.517    -0.451    -0.066   -14.671
227 2XB8_20_arg                            -23.229   -19.929    -3.300   -16.559
228 2XB8_21_tyr                             -9.139    -7.905    -1.234   -15.605
229 2XB8_22_asn                             -9.436    -9.067    -0.369    -4.069
230 2XB8_23_thr                             -1.165    -1.159    -0.006    -0.554
231 2XB8_24_hid                             -5.017    -4.787    -0.230    -4.796
232 2XB8_25_hie                              2.474     3.033    -0.559   -18.418
233 2XB8_26_ile                             -3.873    -3.670    -0.203    -5.521
234 2XB8_27_ser                            -13.285   -13.012    -0.273    -2.097
235 2XB8_28_val                             -1.530    -1.439    -0.091    -6.308
236 2XB8_29_arg                            -51.206   -51.470     0.264     0.513
237 2XB8_30_arg                            -58.934   -58.856    -0.078    -0.133
238 2XB8_31_val                             -0.722    -0.697    -0.025    -3.581
239 2XB8_32_asp                             28.217    28.727    -0.510    -1.775
240 2XB8_33_glu                             23.274    22.273     1.001     4.494
241 2YKI_01_bbn                              0.126     0.150    -0.024   -15.729
242 2YKI_02_bbn                             -0.282    -0.223    -0.059   -26.650
243 2YKI_03_bbn                             -0.947    -0.885    -0.062    -7.007
244 2YKI_04_bbn                             -0.623    -0.501    -0.122   -24.431
245 2YKI_05_bbn                             -1.106    -1.095    -0.011    -0.986
246 2YKI_06_bbn                             -0.994    -0.852    -0.142   -16.696
247 2YKI_07_bbn                             -1.013    -1.001    -0.012    -1.175
248 2YKI_08_bbn                            -10.086   -10.123     0.037     0.369
249 2YKI_09_bbn                              0.074    -0.006     0.080  1327.030
250 2YKI_10_bbn                             -1.206    -1.105    -0.101    -9.166
251 2YKI_11_bbn                             -4.647    -4.313    -0.334    -7.740
252 2YKI_12_bbn                             -1.157    -1.057    -0.100    -9.424
253 2YKI_13_bbn                             -0.442    -0.391    -0.051   -13.051
254 2YKI_14_bbn                             -1.858    -1.846    -0.012    -0.661
255 2YKI_15_bbn                             -0.357    -0.336    -0.021    -6.125
256 2YKI_16_bbn                             -0.266    -0.240    -0.026   -10.805
257 2YKI_17_bbn                             -2.710    -2.670    -0.040    -1.508
258 2YKI_18_bbn                             -1.939    -1.851    -0.088    -4.772
259 2YKI_19_bbn                              0.130     0.096     0.034    35.137
260 2YKI_20_bbn                              0.141     0.160    -0.019   -12.107
261 2YKI_21_bbn                              0.045    -0.036     0.081   224.327
262 2YKI_22_phe                             -1.833    -2.016     0.183     9.092
263 2YKI_23_gln                             -0.725    -0.677    -0.048    -7.090
264 2YKI_24_ile                             -0.959    -1.114     0.155    13.893
265 2YKI_25_leu                             -0.428    -0.415    -0.013    -3.021
266 2YKI_26_asn                             -7.631    -7.324    -0.307    -4.198
267 2YKI_27_ser                              0.175     0.118     0.057    48.204
268 2YKI_28_ala                             -0.260    -0.284     0.024     8.503
269 2YKI_29_asp                            -25.503   -25.837     0.334     1.294
270 2YKI_30_ile                             -0.390    -0.373    -0.017    -4.545
271 2YKI_31_met                             -7.565    -7.012    -0.553    -7.881
272 2YKI_32_leu                             -1.715    -1.697    -0.018    -1.076
273 2YKI_33_ile                             -0.373    -0.356    -0.017    -4.640
274 2YKI_34_leu                             -6.675    -5.688    -0.987   -17.346
275 2YKI_35_ile                             -1.157    -1.195     0.038     3.158
276 2YKI_36_ala                             -1.473    -1.598     0.125     7.830
277 2YKI_37_val                             -0.728    -0.790     0.062     7.846
278 2YKI_38_phe                             -8.968    -8.399    -0.569    -6.780
279 2YKI_40_val                             -1.585    -1.733     0.148     8.514
280 2YKI_41_trp                             -6.314    -6.213    -0.101    -1.625
281 2YKI_42_phe                             -2.667    -2.736     0.069     2.540
282 2YKI_43_thr                             -3.860    -3.713    -0.147    -3.968
283 2YKI_44_val                             -0.920    -0.972     0.052     5.379
284 2ZX6_01_bbn                              2.637     2.718    -0.081    -2.972
285 2ZX6_02_bbn                             -0.272    -0.331     0.059    17.975
286 2ZX6_03_bbn                             -0.393    -0.366    -0.027    -7.505
287 2ZX6_04_bbn                              1.432     1.694    -0.262   -15.448
288 2ZX6_05_phe                             -2.548    -2.454    -0.094    -3.815
289 2ZX6_06_hid                            -21.921   -21.607    -0.314    -1.451
290 2ZX6_07_leu                             -1.325    -1.413     0.088     6.194
291 2ZX6_08_tyr                             -3.693    -3.321    -0.372   -11.211
292 2ZX6_09_glu                            -81.193   -80.174    -1.019    -1.272
293 2ZX6_10_trp                             -1.307    -1.055    -0.252   -23.910
294 2ZX6_11_hie                             -1.359    -1.054    -0.305   -28.975
295 2ZX6_12_hid                            -18.455   -18.071    -0.384    -2.123
296 2ZX6_13_tyr                             -0.361    -0.065    -0.296  -455.869
297 2ZX6_14_leu                             -0.126    -0.230     0.104    45.187
298 2ZX6_15_trp                             -3.735    -3.758     0.023     0.605
299 2ZX6_16_asp                           -110.794  -110.036    -0.758    -0.689
300 2ZX6_17_met                             -4.537    -4.204    -0.333    -7.931
301 2ZX6_18_arg                             54.405    55.564    -1.159    -2.086
302 2ZX6_19_glu                           -113.867  -111.740    -2.127    -1.903
303 2ZX6_20_val                             -0.984    -1.102     0.118    10.676
304 2ZX6_21_asn                             -5.685    -5.871     0.186     3.162
305 2ZX6_22_thr                             -2.534    -2.562     0.028     1.105
306 2ZX6_23_phe                             -8.934    -8.275    -0.659    -7.958
307 3G0W_01_bbn                             -0.357    -0.280    -0.077   -27.653
308 3G0W_02_bbn                             -3.525    -3.220    -0.305    -9.475
309 3G0W_03_bbn                             -0.059     0.001    -0.060 -5963.822
310 3G0W_04_bbn                             -0.157    -0.022    -0.135  -614.851
311 3G0W_05_bbn                             -0.713    -0.757     0.044     5.748
312 3G0W_06_bbn                              0.235     0.348    -0.113   -32.420
313 3G0W_07_bbn                             -0.757    -0.797     0.040     5.069
314 3G0W_08_bbn                             -0.362    -0.335    -0.027    -8.067
315 3G0W_09_bbn                             -1.038    -1.026    -0.012    -1.184
316 3G0W_10_bbn                             -0.255     1.077    -1.332  -123.647
317 3G0W_11_bbn                              2.582     2.491     0.091     3.663
318 3G0W_12_bbn                             -0.476    -0.473    -0.003    -0.723
319 3G0W_13_bbn                             -1.954    -1.851    -0.103    -5.549
320 3G0W_14_bbn                             -0.952    -0.879    -0.073    -8.268
321 3G0W_15_bbn                             -0.137    -0.077    -0.060   -77.439
322 3G0W_16_leu                             -1.733    -1.582    -0.151    -9.574
323 3G0W_17_leu                             -4.453    -4.177    -0.276    -6.612
324 3G0W_18_asn                            -14.876   -15.230     0.354     2.322
325 3G0W_19_leu                             -2.616    -2.527    -0.089    -3.524
326 3G0W_20_gln                              0.838     0.770     0.068     8.866
327 3G0W_21_trp                             -1.114    -1.224     0.110     9.023
328 3G0W_22_met                             -3.006    -2.943    -0.063    -2.155
329 3G0W_23_met                             -5.261    -6.038     0.777    12.875
330 3G0W_24_val                             -0.976    -2.021     1.045    51.704
331 3G0W_25_met                             -2.715    -2.591    -0.124    -4.802
332 3G0W_26_arg                            -19.488   -18.754    -0.734    -3.916
333 3G0W_27_phe                             -3.800    -3.633    -0.167    -4.595
334 3G0W_28_met                             -2.203    -2.138    -0.065    -3.037
335 3G0W_29_met                             -0.929    -0.973     0.044     4.513
336 3G0W_30_leu                             -1.898    -1.954     0.056     2.860
337 3G0W_31_phe                             -0.604    -0.746     0.142    19.097
338 3G0W_32_thr                             -5.031    -4.362    -0.669   -15.341
339 3G0W_33_leu                             -0.974    -0.959    -0.015    -1.560
340 3G0W_34_phe                             -2.475    -2.385    -0.090    -3.754
341 3G0W_35_met                             -0.772    -0.625    -0.147   -23.491
342 3G0W_36_ile                             -0.560    -0.474    -0.086   -18.054
343 3GCU_01_bbn                             -0.357    -0.282    -0.075   -26.602
344 3GCU_02_bbn                             -3.295    -3.124    -0.171    -5.489
345 3GCU_03_bbn                             -1.453    -1.441    -0.012    -0.860
346 3GCU_04_bbn                             -1.067    -1.028    -0.039    -3.801
347 3GCU_05_bbn                             -0.762    -0.689    -0.073   -10.627
348 3GCU_06_bbn                             -0.357    -0.328    -0.029    -8.893
349 3GCU_07_bbn                             -1.891    -1.867    -0.024    -1.266
350 3GCU_08_bbn                             -0.083    -0.029    -0.054  -187.750
351 3GCU_09_bbn                             -1.500    -1.389    -0.111    -8.025
352 3GCU_10_bbn                             -0.599    -0.503    -0.096   -19.093
353 3GCU_11_bbn                             -1.173    -1.166    -0.007    -0.580
354 3GCU_12_bbn                             -0.209    -0.152    -0.057   -37.460
355 3GCU_13_bbn                             -1.227    -1.220    -0.007    -0.587
356 3GCU_14_bbn                             -1.242    -1.261     0.019     1.500
357 3GCU_15_bbn                             -0.611    -0.618     0.007     1.140
358 3GCU_16_bbn                             -2.659    -2.654    -0.005    -0.201
359 3GCU_17_bbn                             -8.305    -8.222    -0.083    -1.008
360 3GCU_18_bbn                             -2.030    -2.033     0.003     0.129
361 3GCU_19_bbn                             -0.385    -0.332    -0.053   -15.962
362 3GCU_20_bbn                             -0.376    -0.237    -0.139   -58.591
363 3GCU_21_bbn                             -1.548    -1.341    -0.207   -15.419
364 3GCU_22_bbn                             -9.021    -8.470    -0.551    -6.509
365 3GCU_23_bbn                             -3.546    -3.359    -0.187    -5.568
366 3GCU_24_val                             -1.675    -1.617    -0.058    -3.570
367 3GCU_25_tyr                             -0.334    -0.332    -0.002    -0.740
368 3GCU_26_val                             -2.968    -2.777    -0.191    -6.871
369 3GCU_27_ala                             -2.004    -1.853    -0.151    -8.146
370 3GCU_28_lys                             -2.227    -1.564    -0.663   -42.372
371 3GCU_29_arg                              0.782     1.022    -0.240   -23.443
372 3GCU_30_arg                             -0.498    -0.302    -0.196   -64.962
373 3GCU_31_glu                            -41.352   -40.107    -1.245    -3.103
374 3GCU_32_leu                             -1.585    -1.619     0.034     2.107
375 3GCU_33_leu                             -3.848    -3.539    -0.309    -8.744
376 3GCU_34_met                             -1.351    -1.363     0.012     0.906
377 3GCU_35_val                             -0.881    -0.854    -0.027    -3.179
378 3GCU_36_ile                             -3.435    -3.419    -0.016    -0.457
379 3GCU_37_leu                             -1.659    -1.666     0.007     0.441
380 3GCU_38_thr                             -6.279    -6.012    -0.267    -4.445
381 3GCU_39_leu                             -1.654    -1.675     0.021     1.279
382 3GCU_40_met                             -1.642    -1.631    -0.011    -0.680
383 3GCU_41_ile                             -1.343    -1.316    -0.027    -2.061
384 3GCU_42_ile                             -0.612    -0.576    -0.036    -6.231
385 3GCU_43_hie                             -2.127    -2.070    -0.057    -2.755
386 3GCU_44_ile                             -0.496    -0.486    -0.010    -2.039
387 3GCU_45_leu                             -3.870    -3.753    -0.117    -3.121
388 3GCU_46_asp                             -3.710    -3.510    -0.200    -5.704
389 3GCU_47_phe                             -3.975    -3.750    -0.225    -6.007
390 3GCU_48_leu                             -0.573    -0.619     0.046     7.494
391 3GNW_01_pro                             -1.781    -1.763    -0.018    -1.008
392 3GNW_02_bbn                             -0.232    -1.277     1.045    81.796
393 3GNW_03_bbn                             -3.403    -3.254    -0.149    -4.578
394 3GNW_04_bbn                             -3.122    -2.857    -0.265    -9.286
395 3GNW_05_bbn                             -0.549    -0.513    -0.036    -7.032
396 3GNW_06_bbn                             -0.268    -0.230    -0.038   -16.577
397 3GNW_07_bbn                             -1.877    -1.752    -0.125    -7.115
398 3GNW_08_bbn                             -0.199    -0.221     0.022     9.956
399 3GNW_09_bbn                             -1.134    -1.049    -0.085    -8.147
400 3GNW_10_bbn                             -0.798    -0.798    -0.000    -0.057
401 3GNW_11_bbn                             -2.424    -2.458     0.034     1.385
402 3GNW_12_bbn                             -0.742    -0.729    -0.013    -1.735
403 3GNW_13_bbn                             -8.334    -7.914    -0.420    -5.311
404 3GNW_14_bbn                             -8.398    -7.893    -0.505    -6.395
405 3GNW_15_bbn                             -9.293    -8.705    -0.588    -6.751
406 3GNW_16_bbn                             -2.777    -2.751    -0.026    -0.958
407 3GNW_17_arg                             -0.137    -1.153     1.016    88.127
408 3GNW_18_phe                             -1.512    -1.633     0.121     7.421
409 3GNW_19_arg                             -6.936    -5.693    -1.243   -21.834
410 3GNW_20_asn                             -1.988    -1.994     0.006     0.320
411 3GNW_21_asp                             -4.570    -4.875     0.305     6.266
412 3GNW_22_cys                             -4.671    -4.152    -0.519   -12.510
413 3GNW_23_ser                             -8.599    -8.521    -0.078    -0.920
414 3GNW_24_ser                             -1.719    -1.549    -0.170   -10.986
415 3GNW_25_leu                             -2.620    -2.381    -0.239   -10.056
416 3GNW_26_arg                              4.070     3.776     0.294     7.783
417 3GNW_27_ser                             -0.545    -0.516    -0.029    -5.610
418 3GNW_28_asn                             -1.488    -1.264    -0.224   -17.687
419 3GNW_29_met                             -6.600    -6.025    -0.575    -9.545
420 3GNW_30_tyr                             -4.576    -4.562    -0.014    -0.300
421 3GNW_31_gln                             -0.467    -0.305    -0.162   -52.978
