        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
127 2P4Y_13_bbn                              1.343     0.388     0.955   246.054
128 2P4Y_14_bbn                             -4.822    -7.223     2.401    33.243
129 2P4Y_15_bbn                            -22.050   -22.002    -0.048    -0.218
130 2P4Y_16_bbn                             -6.227    -6.373     0.146     2.299
131 2P4Y_17_phe                             -0.126    -0.118    -0.008    -6.999
132 2P4Y_18_ile                             -1.060    -0.958    -0.102   -10.684
133 2P4Y_19_cys                             -6.132    -5.376    -0.756   -14.063
134 2P4Y_20_phe                             -1.459    -1.502     0.043     2.887
135 2P4Y_21_arg                            -69.151   -70.559     1.408     1.996
136 2P4Y_22_ser                             -2.002    -1.952    -0.050    -2.543
137 2P4Y_23_ala                             -1.999    -2.010     0.011     0.524
138 2P4Y_24_glu                             19.196    19.435    -0.239    -1.232
139 2P4Y_25_ile                             -1.268    -1.935     0.667    34.479
140 2P4Y_26_ile                             -2.888    -2.787    -0.101    -3.620
141 2P4Y_27_tyr                             -1.876    -1.841    -0.035    -1.901
142 2P4Y_28_met                             -2.777    -2.641    -0.136    -5.155
143 2P4Y_29_leu                             -4.058    -4.607     0.549    11.924
144 2P4Y_30_leu                             -2.674    -2.673    -0.001    -0.035
145 2P4Y_31_val                             -1.613    -1.593    -0.020    -1.264
146 2P4Y_32_ile                             -6.663    -7.524     0.861    11.450
147 2P4Y_33_ser                             -2.717    -3.787     1.070    28.260
148 2P4Y_34_met                             -2.077    -2.077    -0.000    -0.015
149 2P4Y_35_leu                             -1.484    -1.370    -0.114    -8.300
150 2P4Y_36_phe                             -1.587    -1.510    -0.077    -5.132
151 2P4Y_37_met                             -2.938    -3.066     0.128     4.190
152 2P4Y_38_lys                            -26.649   -28.948     2.299     7.942
153 2P4Y_39_hie                             -1.217    -1.154    -0.063    -5.467
154 2VOT_01_bbn                              2.080     2.471    -0.391   -15.828
155 2VOT_02_bbn                              0.478     0.834    -0.356   -42.693
156 2VOT_03_bbn                              1.596     1.814    -0.218   -12.042
157 2VOT_04_trp                             -3.070    -1.855    -1.215   -65.481
158 2VOT_05_asp                           -106.384  -108.715     2.331     2.144
159 2VOT_06_trp                             -1.139    -0.130    -1.009  -776.528
160 2VOT_07_arg                             41.184    41.149     0.035     0.086
161 2VOT_08_trp                             -2.329    -1.687    -0.642   -38.052
162 2VOT_09_cys                             -1.413    -1.784     0.371    20.772
163 2VOT_10_asn                             -4.805    -3.554    -1.251   -35.187
164 2VOT_11_glu                           -108.118  -109.350     1.232     1.126
165 2VOT_12_glu                            -47.061   -45.354    -1.707    -3.764
166 2VOT_13_trp                             -0.908    -0.448    -0.460  -102.669
167 2VOT_14_trp                              0.489     0.355     0.134    37.609
168 2VOT_15_hip                             52.113    52.496    -0.383    -0.730
169 2VOT_16_trp                             -6.042    -7.689     1.647    21.421
170 2VOT_17_tyr                             -4.127    -4.084    -0.043    -1.061
171 2VOT_18_glu                           -110.746  -111.797     1.051     0.940
172 2VOT_19_ser                              0.328     0.657    -0.329   -50.053
173 2VOT_20_ser                             -1.908    -1.306    -0.602   -46.129
174 2VOT_21_trp                            -12.129   -14.338     2.209    15.403
175 2VOT_22_trp                             -5.755    -7.156     1.401    19.577
176 2VW5_01_bbn                             -1.304    -1.602     0.298    18.626
177 2VW5_02_bbn                             -1.437    -2.012     0.575    28.565
178 2VW5_03_bbn                              0.021    -0.165     0.186   112.947
179 2VW5_04_bbn                             -0.267    -0.347     0.080    22.916
180 2VW5_05_bbn                             -1.107    -1.513     0.406    26.850
181 2VW5_06_bbn                              0.235     0.010     0.225  2248.411
182 2VW5_07_bbn                              0.028    -0.062     0.090   145.117
183 2VW5_08_bbn                             -0.070    -0.306     0.236    77.201
184 2VW5_09_bbn                             -1.457    -1.959     0.502    25.628
185 2VW5_10_bbn                             -0.707    -0.747     0.040     5.301
186 2VW5_11_bbn                             -3.483    -3.942     0.459    11.634
187 2VW5_12_bbn                              0.309     0.092     0.217   236.183
188 2VW5_13_bbn                             -8.199    -7.609    -0.590    -7.753
189 2VW5_14_bbn                             -2.866    -2.653    -0.213    -8.034
190 2VW5_15_bbn                              0.299     0.119     0.180   151.297
191 2VW5_16_asn                             -5.661    -6.153     0.492     8.001
192 2VW5_17_ala                             -0.499    -0.437    -0.062   -14.213
193 2VW5_18_asp                            -25.577   -27.702     2.125     7.671
194 2VW5_19_ala                             -1.634    -1.574    -0.060    -3.792
195 2VW5_20_lys                            -14.209   -16.841     2.632    15.628
196 2VW5_21_asp                            -20.107   -20.676     0.569     2.751
197 2VW5_22_ile                             -0.861    -0.966     0.105    10.825
198 2VW5_23_met                             -6.024    -5.847    -0.177    -3.019
199 2VW5_24_glu                             -8.172    -6.855    -1.317   -19.207
200 2VW5_25_asn                             -0.946    -1.838     0.892    48.538
201 2VW5_26_leu                             -1.609    -1.397    -0.212   -15.183
202 2VW5_28_val                             -0.601    -0.688     0.087    12.589
203 2VW5_29_phe                             -3.387    -3.685     0.298     8.092
204 2VW5_30_tyr                             -1.257    -1.319     0.062     4.678
205 2VW5_31_val                             -0.632    -0.469    -0.163   -34.735
206 2VW5_32_thr                             -4.507    -4.575     0.068     1.492
207 2VW5_33_leu                             -1.211    -0.905    -0.306   -33.856
208 2XB8_01_bbn                              4.366     2.947     1.419    48.166
209 2XB8_02_bbn                             -3.067    -3.648     0.581    15.921
210 2XB8_03_bbn                             -1.918    -2.281     0.363    15.913
211 2XB8_04_bbn                             -2.728    -3.228     0.500    15.480
212 2XB8_05_bbn                             -1.474    -1.707     0.233    13.621
213 2XB8_06_bbn                              3.212     1.795     1.417    78.933
214 2XB8_07_bbn                              1.335     0.743     0.592    79.682
215 2XB8_08_bbn                             -8.131    -8.427     0.296     3.517
216 2XB8_09_bbn                             -4.379    -4.519     0.140     3.105
217 2XB8_10_bbn                             -1.518    -1.881     0.363    19.294
218 2XB8_11_bbn                             -2.056    -3.191     1.135    35.581
219 2XB8_12_bbn                            -18.322   -18.509     0.187     1.009
220 2XB8_13_bbn                            -17.666   -18.726     1.060     5.663
221 2XB8_14_bbn                              4.599     3.105     1.494    48.125
222 2XB8_15_bbn                             -0.652    -1.108     0.456    41.193
223 2XB8_16_asn                              0.886     0.457     0.429    93.904
224 2XB8_17_leu                             -4.018    -4.157     0.139     3.332
225 2XB8_18_arg                            -22.818   -24.340     1.522     6.255
226 2XB8_19_leu                             -0.438    -0.451     0.013     2.834
227 2XB8_20_arg                            -19.425   -19.929     0.504     2.531
228 2XB8_21_tyr                             -7.334    -7.905     0.571     7.229
229 2XB8_22_asn                             -7.534    -9.067     1.533    16.912
230 2XB8_23_thr                             -0.704    -1.159     0.455    39.245
231 2XB8_24_hid                             -4.018    -4.787     0.769    16.056
232 2XB8_25_hie                              3.072     3.033     0.039     1.285
233 2XB8_26_ile                             -2.695    -3.670     0.975    26.554
234 2XB8_27_ser                            -12.535   -13.012     0.477     3.667
235 2XB8_28_val                             -1.231    -1.439     0.208    14.452
236 2XB8_29_arg                            -48.683   -51.470     2.787     5.414
237 2XB8_30_arg                            -54.634   -58.856     4.222     7.174
238 2XB8_31_val                             -0.597    -0.697     0.100    14.397
239 2XB8_32_asp                             28.333    28.727    -0.394    -1.372
240 2XB8_33_glu                             20.996    22.273    -1.277    -5.735
241 2YKI_01_bbn                              0.421     0.150     0.271   180.484
242 2YKI_02_bbn                             -0.140    -0.223     0.083    37.141
243 2YKI_03_bbn                             -0.429    -0.885     0.456    51.470
244 2YKI_04_bbn                             -0.224    -0.501     0.277    55.305
245 2YKI_05_bbn                             -0.859    -1.095     0.236    21.507
246 2YKI_06_bbn                             -0.364    -0.852     0.488    57.302
247 2YKI_07_bbn                             -0.541    -1.001     0.460    45.927
248 2YKI_08_bbn                             -6.936   -10.123     3.187    31.485
249 2YKI_09_bbn                              0.840    -0.006     0.846 14105.889
250 2YKI_10_bbn                             -0.543    -1.105     0.562    50.827
251 2YKI_11_bbn                             -3.205    -4.313     1.108    25.696
252 2YKI_12_bbn                             -0.482    -1.057     0.575    54.381
253 2YKI_13_bbn                             -0.067    -0.391     0.324    82.823
254 2YKI_14_bbn                             -1.678    -1.846     0.168     9.121
255 2YKI_15_bbn                             -0.077    -0.336     0.259    76.972
256 2YKI_16_bbn                             -0.029    -0.240     0.211    88.104
257 2YKI_17_bbn                             -2.314    -2.670     0.356    13.348
258 2YKI_18_bbn                             -1.712    -1.851     0.139     7.505
259 2YKI_19_bbn                              0.380     0.096     0.284   295.859
260 2YKI_20_bbn                              0.453     0.160     0.293   183.180
261 2YKI_21_bbn                              0.236    -0.036     0.272   754.772
262 2YKI_22_phe                             -2.777    -2.016    -0.761   -37.761
263 2YKI_23_gln                             -0.552    -0.677     0.125    18.461
264 2YKI_24_ile                             -1.913    -1.114    -0.799   -71.742
265 2YKI_25_leu                             -0.860    -0.415    -0.445  -107.148
266 2YKI_26_asn                             -8.162    -7.324    -0.838   -11.444
267 2YKI_27_ser                             -0.700     0.118    -0.818  -692.842
268 2YKI_28_ala                             -0.610    -0.284    -0.326  -114.655
269 2YKI_29_asp                            -24.696   -25.837     1.141     4.416
270 2YKI_30_ile                             -1.024    -0.373    -0.651  -174.456
271 2YKI_31_met                             -7.235    -7.012    -0.223    -3.173
272 2YKI_32_leu                             -2.075    -1.697    -0.378   -22.280
273 2YKI_33_ile                             -0.965    -0.356    -0.609  -171.068
274 2YKI_34_leu                             -6.271    -5.688    -0.583   -10.242
275 2YKI_35_ile                             -1.953    -1.195    -0.758   -63.419
276 2YKI_36_ala                             -2.098    -1.598    -0.500   -31.280
277 2YKI_37_val                             -1.342    -0.790    -0.552   -69.867
278 2YKI_38_phe                             -8.063    -8.399     0.336     4.006
279 2YKI_40_val                             -2.582    -1.733    -0.849   -49.005
280 2YKI_41_trp                             -5.241    -6.213     0.972    15.642
281 2YKI_42_phe                             -2.671    -2.736     0.065     2.366
282 2YKI_43_thr                             -3.883    -3.713    -0.170    -4.590
283 2YKI_44_val                             -1.481    -0.972    -0.509   -52.391
284 2ZX6_01_bbn                              2.582     2.718    -0.136    -5.017
285 2ZX6_02_bbn                             -0.471    -0.331    -0.140   -42.242
286 2ZX6_03_bbn                             -0.534    -0.366    -0.168   -45.836
287 2ZX6_04_bbn                              1.526     1.694    -0.168    -9.923
288 2ZX6_05_phe                             -2.009    -2.454     0.445    18.150
289 2ZX6_06_hid                            -21.572   -21.607     0.035     0.163
290 2ZX6_07_leu                             -1.946    -1.413    -0.533   -37.700
291 2ZX6_08_tyr                             -2.470    -3.321     0.851    25.610
292 2ZX6_09_glu                            -80.080   -80.174     0.094     0.117
293 2ZX6_10_trp                             -1.464    -1.055    -0.409   -38.775
294 2ZX6_11_hie                             -0.842    -1.054     0.212    20.070
295 2ZX6_12_hid                            -16.509   -18.071     1.562     8.646
296 2ZX6_13_tyr                              0.375    -0.065     0.440   677.094
297 2ZX6_14_leu                             -0.662    -0.230    -0.432  -187.959
298 2ZX6_15_trp                             -3.072    -3.758     0.686    18.262
299 2ZX6_16_asp                           -109.213  -110.036     0.823     0.748
300 2ZX6_17_met                             -5.090    -4.204    -0.886   -21.087
301 2ZX6_18_arg                             57.873    55.564     2.309     4.155
302 2ZX6_19_glu                           -112.566  -111.740    -0.826    -0.739
303 2ZX6_20_val                             -1.828    -1.102    -0.726   -65.845
304 2ZX6_21_asn                             -5.851    -5.871     0.020     0.339
305 2ZX6_22_thr                             -3.094    -2.562    -0.532   -20.756
306 2ZX6_23_phe                             -7.618    -8.275     0.657     7.943
307 3G0W_01_bbn                             -0.125    -0.280     0.155    55.336
308 3G0W_02_bbn                             -2.503    -3.220     0.717    22.252
309 3G0W_03_bbn                              0.431     0.001     0.430 42989.271
310 3G0W_04_bbn                              0.129    -0.022     0.151   687.475
311 3G0W_05_bbn                             -0.765    -0.757    -0.008    -1.004
312 3G0W_06_bbn                              0.556     0.348     0.208    59.755
313 3G0W_07_bbn                             -0.756    -0.797     0.041     5.121
314 3G0W_08_bbn                             -0.103    -0.335     0.232    69.166
315 3G0W_09_bbn                             -1.284    -1.026    -0.258   -25.134
316 3G0W_10_bbn                             -0.058     1.077    -1.135  -105.430
317 3G0W_11_bbn                              2.655     2.491     0.164     6.586
318 3G0W_12_bbn                             -0.585    -0.473    -0.112   -23.678
319 3G0W_13_bbn                             -1.841    -1.851     0.010     0.554
320 3G0W_14_bbn                             -0.980    -0.879    -0.101   -11.518
321 3G0W_15_bbn                             -0.037    -0.077     0.040    51.710
322 3G0W_16_leu                             -2.254    -1.582    -0.672   -42.465
323 3G0W_17_leu                             -4.207    -4.177    -0.030    -0.725
324 3G0W_18_asn                            -13.973   -15.230     1.257     8.256
325 3G0W_19_leu                             -3.718    -2.527    -1.191   -47.119
326 3G0W_20_gln                              0.426     0.770    -0.344   -44.614
327 3G0W_21_trp                             -1.459    -1.224    -0.235   -19.220
328 3G0W_22_met                             -3.253    -2.943    -0.310   -10.529
329 3G0W_23_met                             -5.034    -6.038     1.004    16.634
330 3G0W_24_val                             -1.442    -2.021     0.579    28.644
331 3G0W_25_met                             -3.275    -2.591    -0.684   -26.405
332 3G0W_26_arg                            -15.954   -18.754     2.800    14.930
333 3G0W_27_phe                             -4.104    -3.633    -0.471   -12.972
334 3G0W_28_met                             -3.374    -2.138    -1.236   -57.821
335 3G0W_29_met                             -1.525    -0.973    -0.552   -56.681
336 3G0W_30_leu                             -2.331    -1.954    -0.377   -19.296
337 3G0W_31_phe                             -1.307    -0.746    -0.561   -75.194
338 3G0W_32_thr                             -4.407    -4.362    -0.045    -1.028
339 3G0W_33_leu                             -1.654    -0.959    -0.695   -72.521
340 3G0W_34_phe                             -2.599    -2.385    -0.214    -8.956
341 3G0W_35_met                             -1.164    -0.625    -0.539   -86.273
342 3G0W_36_ile                             -1.129    -0.474    -0.655  -138.087
343 3GCU_01_bbn                             -0.057    -0.282     0.225    79.953
344 3GCU_02_bbn                             -2.645    -3.124     0.479    15.335
345 3GCU_03_bbn                             -1.179    -1.441     0.262    18.198
346 3GCU_04_bbn                             -0.557    -1.028     0.471    45.861
347 3GCU_05_bbn                             -0.332    -0.689     0.357    51.748
348 3GCU_06_bbn                             -0.296    -0.328     0.032     9.765
349 3GCU_07_bbn                             -1.559    -1.867     0.308    16.493
350 3GCU_08_bbn                              0.139    -0.029     0.168   579.049
351 3GCU_09_bbn                             -1.266    -1.389     0.123     8.878
352 3GCU_10_bbn                             -0.253    -0.503     0.250    49.726
353 3GCU_11_bbn                             -1.108    -1.166     0.058     4.969
354 3GCU_12_bbn                              0.120    -0.152     0.272   178.624
355 3GCU_13_bbn                             -0.970    -1.220     0.250    20.468
356 3GCU_14_bbn                             -1.097    -1.261     0.164    13.032
357 3GCU_15_bbn                             -0.346    -0.618     0.272    44.030
358 3GCU_16_bbn                             -1.638    -2.654     1.016    38.278
359 3GCU_17_bbn                             -8.724    -8.222    -0.502    -6.102
360 3GCU_18_bbn                             -1.563    -2.033     0.470    23.102
361 3GCU_19_bbn                             -0.224    -0.332     0.108    32.512
362 3GCU_20_bbn                             -0.020    -0.237     0.217    91.575
363 3GCU_21_bbn                             -0.996    -1.341     0.345    25.748
364 3GCU_22_bbn                             -8.576    -8.470    -0.106    -1.251
365 3GCU_23_bbn                             -2.736    -3.359     0.623    18.545
366 3GCU_24_val                             -1.973    -1.617    -0.356   -22.017
367 3GCU_25_tyr                             -0.226    -0.332     0.106    31.919
368 3GCU_26_val                             -3.009    -2.777    -0.232    -8.351
369 3GCU_27_ala                             -1.994    -1.853    -0.141    -7.604
370 3GCU_28_lys                              3.193    -1.564     4.757   304.124
371 3GCU_29_arg                              1.522     1.022     0.500    48.959
372 3GCU_30_arg                              0.038    -0.302     0.340   112.588
373 3GCU_31_glu                            -38.871   -40.107     1.236     3.081
374 3GCU_32_leu                             -2.161    -1.619    -0.542   -33.480
375 3GCU_33_leu                             -3.680    -3.539    -0.141    -3.977
376 3GCU_34_met                             -1.679    -1.363    -0.316   -23.208
377 3GCU_35_val                             -1.137    -0.854    -0.283   -33.080
378 3GCU_36_ile                             -3.868    -3.419    -0.449   -13.130
379 3GCU_37_leu                             -2.186    -1.666    -0.520   -31.203
380 3GCU_38_thr                             -5.336    -6.012     0.676    11.241
381 3GCU_39_leu                             -2.026    -1.675    -0.351   -20.984
382 3GCU_40_met                             -1.817    -1.631    -0.186   -11.403
383 3GCU_41_ile                             -1.758    -1.316    -0.442   -33.593
384 3GCU_42_ile                             -0.835    -0.576    -0.259   -45.052
385 3GCU_43_hie                             -2.249    -2.070    -0.179    -8.640
386 3GCU_44_ile                             -0.955    -0.486    -0.469   -96.492
387 3GCU_45_leu                             -4.060    -3.753    -0.307    -8.175
388 3GCU_46_asp                             -3.653    -3.510    -0.143    -4.079
389 3GCU_47_phe                             -3.601    -3.750     0.149     3.974
390 3GCU_48_leu                             -0.868    -0.619    -0.249   -40.280
391 3GNW_01_pro                             -2.698    -1.763    -0.935   -53.014
392 3GNW_02_bbn                              0.003    -1.277     1.280   100.249
393 3GNW_03_bbn                             -2.573    -3.254     0.681    20.923
394 3GNW_04_bbn                             -2.716    -2.857     0.141     4.936
395 3GNW_05_bbn                             -0.259    -0.513     0.254    49.545
396 3GNW_06_bbn                             -0.065    -0.230     0.165    71.798
397 3GNW_07_bbn                             -1.323    -1.752     0.429    24.504
398 3GNW_08_bbn                             -0.317    -0.221    -0.096   -43.423
399 3GNW_09_bbn                             -0.901    -1.049     0.148    14.148
400 3GNW_10_bbn                             -0.764    -0.798     0.034     4.252
401 3GNW_11_bbn                             -1.845    -2.458     0.613    24.949
402 3GNW_12_bbn                             -0.492    -0.729     0.237    32.533
403 3GNW_13_bbn                             -8.078    -7.914    -0.164    -2.070
404 3GNW_14_bbn                             -9.330    -7.893    -1.437   -18.202
405 3GNW_15_bbn                             -9.169    -8.705    -0.464    -5.329
406 3GNW_16_bbn                             -2.713    -2.751     0.038     1.389
407 3GNW_17_arg                              0.404    -1.153     1.557   135.068
408 3GNW_18_phe                             -1.652    -1.633    -0.019    -1.143
409 3GNW_19_arg                             -5.805    -5.693    -0.112    -1.976
410 3GNW_20_asn                             -2.182    -1.994    -0.188    -9.419
411 3GNW_21_asp                             -7.466    -4.875    -2.591   -53.158
412 3GNW_22_cys                             -3.891    -4.152     0.261     6.282
413 3GNW_23_ser                             -7.980    -8.521     0.541     6.348
414 3GNW_24_ser                             -0.825    -1.549     0.724    46.770
415 3GNW_25_leu                             -2.967    -2.381    -0.586   -24.601
416 3GNW_26_arg                              6.427     3.776     2.651    70.207
417 3GNW_27_ser                             -0.656    -0.516    -0.140   -27.220
418 3GNW_28_asn                             -1.103    -1.264     0.161    12.756
419 3GNW_29_met                             -6.035    -6.025    -0.010    -0.165
420 3GNW_30_tyr                             -4.587    -4.562    -0.025    -0.538
421 3GNW_31_gln                              0.313    -0.305     0.618   202.768
422 3GNW_32_ile                             -1.046    -0.859    -0.187   -21.791
423 3GNW_33_tyr                             -6.117    -6.613     0.496     7.494
424 3GNW_34_hie                             -0.273    -0.146    -0.127   -86.773
425 3GNW_35_ser                             -7.680    -4.733    -2.947   -62.266
426 3JVS_01_bbn                             -2.762    -1.960    -0.802   -40.929
427 3JVS_02_bbn                            -12.308   -13.696     1.388    10.133
428 3JVS_03_bbn                             -0.197    -1.071     0.874    81.641
429 3JVS_04_bbn                             -0.980    -0.504    -0.476   -94.485
430 3JVS_05_bbn                            -12.343   -12.381     0.038     0.304
431 3JVS_06_pro                             -5.682    -4.961    -0.721   -14.529
