        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
Selected 136 out of 164 data set entries
==========================================================================================
name                                             E      Eref     error  error(%)
007-JAK1 / 4EI4                            -58.365   -81.834    23.470    28.679
007-JAK1 / 4FK6                            -84.703  -104.602    19.900    19.024
007-JAK1 / 4I5C                            -64.589   -88.563    23.974    27.070
007-JAK1 / 4IVB                            -60.995   -87.282    26.287    30.117
007-JAK1 / 4IVC                            -75.446  -104.103    28.656    27.527
007-JAK1 / 4IVD                            -77.850  -107.100    29.250    27.311
007-JAK1 / 4K6Z                            -69.479   -92.596    23.117    24.966
007-JAK1 / 4K77                            -46.604   -64.250    17.646    27.464
008-Trypsin / 1K1I                        -183.997  -199.042    15.045     7.558
008-Trypsin / 1K1J                        -179.792  -197.068    17.276     8.766
008-Trypsin / 1K1L                        -177.410  -194.468    17.058     8.771
008-Trypsin / 1K1M                        -178.353  -194.773    16.420     8.430
008-Trypsin / 1K1N                        -119.628  -146.330    26.702    18.248
008-Trypsin / 2ZHD                        -202.237  -223.671    21.433     9.583
008-Trypsin / 2ZQ2                        -200.906  -222.638    21.732     9.761
008-Trypsin / 3LJJ                        -205.835  -220.327    14.492     6.578
008-Trypsin / 3LJO                        -204.987  -218.065    13.078     5.997
008-Trypsin / 5MNG                        -133.174  -140.649     7.474     5.314
008-Trypsin / 5MO2                        -128.500  -133.110     4.610     3.463
008-Trypsin / 6SY3                        -177.450  -188.975    11.524     6.098
008-Trypsin / 6T0M                        -204.689  -221.793    17.104     7.712
008-Trypsin / 6T0P                        -206.034  -222.309    16.275     7.321
008-Trypsin / 6T5W                        -186.911  -203.253    16.343     8.040
009-CDK2 / 3QQK                            -43.029   -61.680    18.651    30.238
009-CDK2 / 3QTQ                            -52.442   -72.420    19.978    27.586
009-CDK2 / 3QTR                            -45.594   -68.080    22.486    33.029
009-CDK2 / 3QTS                            -50.022   -74.760    24.738    33.089
009-CDK2 / 3QTU                           -125.557  -136.080    10.523     7.733
009-CDK2 / 3QTW                            -56.216   -79.690    23.474    29.456
009-CDK2 / 3QTX                            -99.635  -110.260    10.625     9.636
009-CDK2 / 3QTZ                            -82.842  -101.400    18.558    18.301
009-CDK2 / 3QU0                            -88.391  -108.200    19.809    18.308
009-CDK2 / 3QXP                           -100.228  -112.610    12.382    10.995
009-CDK2 / 3R8U                            -47.148   -69.770    22.622    32.424
009-CDK2 / 3R8V                            -46.618   -64.550    17.932    27.781
009-CDK2 / 3R8Z                            -38.191   -55.730    17.539    31.471
009-CDK2 / 3R9D                            -88.941  -112.600    23.659    21.011
009-CDK2 / 3R9N                            -47.474   -68.240    20.766    30.431
009-CDK2 / 3RAH                            -47.369   -74.470    27.101    36.392
009-CDK2 / 3RAK                            -77.493   -97.000    19.507    20.110
009-CDK2 / 3RAL                            -86.016  -105.740    19.724    18.654
009-CDK2 / 3RJC                            -46.628   -67.770    21.142    31.197
009-CDK2 / 3RK5                           -115.544  -146.140    30.596    20.936
009-CDK2 / 3RK7                            -68.846   -92.550    23.704    25.613
009-CDK2 / 3RK9                            -51.768   -72.320    20.552    28.417
009-CDK2 / 3RKB                            -50.300   -72.210    21.910    30.343
009-CDK2 / 3RMF                            -80.856  -103.770    22.914    22.082
009-CDK2 / 3RNI                            -74.811   -95.570    20.759    21.722
009-CDK2 / 3RPV                            -85.361  -105.500    20.139    19.089
009-CDK2 / 3RPY                            -70.771   -84.740    13.969    16.485
009-CDK2 / 3S00                            -49.678   -64.690    15.012    23.207
009-CDK2 / 3S0O                            -44.185   -64.210    20.025    31.187
009-CDK2 / 3S1H                            -83.190  -103.980    20.790    19.994
009-CDK2 / 3SQQ                            -79.801  -101.630    21.829    21.479
==========================================================================================
RMSE               26.178   kcal/mol
MUE                24.327   kcal/mol
------------------------------------------------------------------------------------------
MSE                24.236   kcal/mol
min                -6.253   kcal/mol
max                44.786   kcal/mol
range              51.039   kcal/mol
min abs             0.645   kcal/mol
max abs            44.786   kcal/mol
==========================================================================================
RMSE               27.464   %
MUE                24.734   %
MSE                24.472   %
min               -17.855   %
max                61.902   %
range              79.758   %
min abs             1.409   %
max abs            61.902   %
------------------------------------------------------------------------------------------
RMSE/|avg|         23.342   %
MUE/|avg|          21.692   %
==========================================================================================
Statistics for groups:
001-CA2        (0)  RMSE        NaN   MSE         NaN   kcal/mol
002-HIV-PR     (22) RMSE     37.612   MSE      37.364   kcal/mol
003-CK2        (16) RMSE     12.128   MSE       9.893   kcal/mol
004-AR         (14) RMSE     35.431   MSE      35.226   kcal/mol
005-Cath-D     (10) RMSE     27.518   MSE      27.442   kcal/mol
006-BACE1      (16) RMSE     26.219   MSE      26.124   kcal/mol
007-JAK1       (12) RMSE     22.959   MSE      22.516   kcal/mol
008-Trypsin    (15) RMSE     16.624   MSE      15.771   kcal/mol
009-CDK2       (31) RMSE     20.560   MSE      20.110   kcal/mol
010-MMP12      (0)  RMSE        NaN   MSE         NaN   kcal/mol
--------------------------------------------------------------------------------
001-CA2        RMSE/|avg|     NaN %
002-HIV-PR     RMSE/|avg|     24.36 %
003-CK2        RMSE/|avg|     23.41 %
004-AR         RMSE/|avg|     27.92 %
005-Cath-D     RMSE/|avg|     20.21 %
006-BACE1      RMSE/|avg|     40.01 %
007-JAK1       RMSE/|avg|     23.64 %
008-Trypsin    RMSE/|avg|     8.52 %
009-CDK2       RMSE/|avg|     23.19 %
010-MMP12      RMSE/|avg|     NaN %
==========================================================================================

