WARNING: Interface mlatom is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
123 2P4Y_09_bbn                             -0.959    -0.814    -0.145   -17.761
124 2P4Y_10_bbn                             -0.150    -1.060     0.910    85.811
125 2P4Y_11_bbn                             -1.930    -1.549    -0.381   -24.584
126 2P4Y_12_bbn                             -1.819    -1.648    -0.171   -10.361
127 2P4Y_13_bbn                              0.328     0.388    -0.060   -15.547
128 2P4Y_14_bbn                             -6.442    -7.223     0.781    10.808
129 2P4Y_15_bbn                            -23.803   -22.002    -1.801    -8.184
130 2P4Y_16_bbn                             -5.163    -6.373     1.210    18.980
131 2P4Y_17_phe                             -0.726    -0.118    -0.608  -515.358
132 2P4Y_18_ile                             -0.714    -0.958     0.244    25.477
133 2P4Y_19_cys                             -4.994    -5.376     0.382     7.110
134 2P4Y_20_phe                             -1.116    -1.502     0.386    25.670
135 2P4Y_21_arg                            -68.293   -70.559     2.266     3.212
136 2P4Y_22_ser                             -1.872    -1.952     0.080     4.074
137 2P4Y_23_ala                             -2.489    -2.010    -0.479   -23.823
138 2P4Y_24_glu                             21.624    19.435     2.189    11.262
139 2P4Y_25_ile                             -1.451    -1.935     0.484    25.013
140 2P4Y_26_ile                             -1.960    -2.787     0.827    29.671
141 2P4Y_27_tyr                             -1.390    -1.841     0.451    24.471
142 2P4Y_28_met                             -3.535    -2.641    -0.894   -33.867
143 2P4Y_29_leu                             -4.285    -4.607     0.322     6.983
144 2P4Y_30_leu                             -3.053    -2.673    -0.380   -14.203
145 2P4Y_31_val                             -2.908    -1.593    -1.315   -82.524
146 2P4Y_32_ile                             -7.497    -7.524     0.027     0.365
147 2P4Y_33_ser                             -2.547    -3.787     1.240    32.749
148 2P4Y_34_met                             -2.558    -2.077    -0.481   -23.159
149 2P4Y_35_leu                             -2.889    -1.370    -1.519  -110.895
150 2P4Y_36_phe                             -0.634    -1.510     0.876    58.042
151 2P4Y_37_met                             -3.390    -3.066    -0.324   -10.578
152 2P4Y_38_lys                            -28.522   -28.948     0.426     1.470
153 2P4Y_39_hie                             -0.885    -1.154     0.269    23.274
154 2VOT_01_bbn                              2.477     2.471     0.006     0.236
155 2VOT_02_bbn                              1.071     0.834     0.237    28.378
156 2VOT_03_bbn                              1.678     1.814    -0.136    -7.500
157 2VOT_04_trp                             -4.516    -1.855    -2.661  -143.459
158 2VOT_05_asp                           -105.439  -108.715     3.276     3.014
159 2VOT_06_trp                             -2.543    -0.130    -2.413 -1855.796
160 2VOT_07_arg                             40.407    41.149    -0.742    -1.803
161 2VOT_08_trp                             -2.589    -1.687    -0.902   -53.454
162 2VOT_09_cys                             -1.867    -1.784    -0.083    -4.662
163 2VOT_10_asn                             -4.214    -3.554    -0.660   -18.578
164 2VOT_11_glu                           -109.420  -109.350    -0.070    -0.064
165 2VOT_12_glu                            -57.510   -45.354   -12.156   -26.802
166 2VOT_13_trp                             -1.574    -0.448    -1.126  -251.388
167 2VOT_14_trp                             -0.045     0.355    -0.400  -112.803
168 2VOT_15_hip                             51.855    52.496    -0.641    -1.220
169 2VOT_16_trp                             -8.095    -7.689    -0.406    -5.286
170 2VOT_17_tyr                             -4.895    -4.084    -0.811   -19.863
171 2VOT_18_glu                           -111.381  -111.797     0.416     0.372
172 2VOT_19_ser                              0.706     0.657     0.049     7.426
173 2VOT_20_ser                             -1.077    -1.306     0.229    17.552
174 2VOT_21_trp                            -12.005   -14.338     2.333    16.271
175 2VOT_22_trp                             -5.826    -7.156     1.330    18.584
176 2VW5_01_bbn                             -2.051    -1.602    -0.449   -28.055
177 2VW5_02_bbn                             -1.518    -2.012     0.494    24.533
178 2VW5_03_bbn                             -0.307    -0.165    -0.142   -86.202
179 2VW5_04_bbn                             -0.542    -0.347    -0.195   -56.194
180 2VW5_05_bbn                             -1.646    -1.513    -0.133    -8.766
181 2VW5_06_bbn                              0.308     0.010     0.298  2982.068
182 2VW5_07_bbn                             -0.166    -0.062    -0.104  -168.003
183 2VW5_08_bbn                             -0.366    -0.306    -0.060   -19.488
184 2VW5_09_bbn                             -1.681    -1.959     0.278    14.192
185 2VW5_10_bbn                             -1.188    -0.747    -0.441   -58.981
186 2VW5_11_bbn                             -4.282    -3.942    -0.340    -8.627
187 2VW5_12_bbn                             -0.665     0.092    -0.757  -822.838
188 2VW5_13_bbn                             -8.712    -7.609    -1.103   -14.493
189 2VW5_14_bbn                             -2.781    -2.653    -0.128    -4.833
190 2VW5_15_bbn                             -0.131     0.119    -0.250  -210.260
191 2VW5_16_asn                             -6.329    -6.153    -0.176    -2.865
192 2VW5_17_ala                             -0.616    -0.437    -0.179   -40.945
193 2VW5_18_asp                            -22.964   -27.702     4.738    17.103
194 2VW5_19_ala                             -2.085    -1.574    -0.511   -32.477
195 2VW5_20_lys                            -17.433   -16.841    -0.592    -3.518
196 2VW5_21_asp                            -19.216   -20.676     1.460     7.061
197 2VW5_22_ile                             -1.349    -0.966    -0.383   -39.607
198 2VW5_23_met                             -6.186    -5.847    -0.339    -5.805
199 2VW5_24_glu                             -6.641    -6.855     0.214     3.115
200 2VW5_25_asn                             -2.261    -1.838    -0.423   -23.002
201 2VW5_26_leu                             -2.082    -1.397    -0.685   -49.055
202 2VW5_28_val                             -0.758    -0.688    -0.070   -10.214
203 2VW5_29_phe                             -4.220    -3.685    -0.535   -14.521
204 2VW5_30_tyr                             -0.873    -1.319     0.446    33.776
205 2VW5_31_val                             -0.429    -0.469     0.040     8.479
206 2VW5_32_thr                             -5.221    -4.575    -0.646   -14.110
207 2VW5_33_leu                             -1.342    -0.905    -0.437   -48.278
208 2XB8_01_bbn                              4.252     2.947     1.305    44.288
209 2XB8_02_bbn                             -3.406    -3.648     0.242     6.634
210 2XB8_03_bbn                             -2.326    -2.281    -0.045    -1.985
211 2XB8_04_bbn                             -3.295    -3.228    -0.067    -2.065
212 2XB8_05_bbn                             -1.916    -1.707    -0.209   -12.239
213 2XB8_06_bbn                              2.181     1.795     0.386    21.523
214 2XB8_07_bbn                              1.014     0.743     0.271    36.537
215 2XB8_08_bbn                             -8.838    -8.427    -0.411    -4.880
216 2XB8_09_bbn                             -4.335    -4.519     0.184     4.078
217 2XB8_10_bbn                             -1.700    -1.881     0.181     9.633
218 2XB8_11_bbn                             -3.442    -3.191    -0.251    -7.881
219 2XB8_12_bbn                            -19.698   -18.509    -1.189    -6.422
220 2XB8_13_bbn                            -19.473   -18.726    -0.747    -3.990
221 2XB8_14_bbn                              4.361     3.105     1.256    40.455
222 2XB8_15_bbn                             -1.314    -1.108    -0.206   -18.555
223 2XB8_16_asn                              1.720     0.457     1.263   276.401
224 2XB8_17_leu                             -4.091    -4.157     0.066     1.590
225 2XB8_18_arg                            -31.262   -24.340    -6.922   -28.440
226 2XB8_19_leu                             -0.566    -0.451    -0.115   -25.473
227 2XB8_20_arg                            -29.820   -19.929    -9.891   -49.633
228 2XB8_21_tyr                             -8.198    -7.905    -0.293    -3.709
229 2XB8_22_asn                             -8.673    -9.067     0.394     4.344
230 2XB8_23_thr                             -1.168    -1.159    -0.009    -0.749
231 2XB8_24_hid                             -3.101    -4.787     1.686    35.228
232 2XB8_25_hie                              2.478     3.033    -0.555   -18.303
233 2XB8_26_ile                             -2.455    -3.670     1.215    33.097
234 2XB8_27_ser                            -13.192   -13.012    -0.180    -1.382
235 2XB8_28_val                             -1.430    -1.439     0.009     0.657
236 2XB8_29_arg                            -50.510   -51.470     0.960     1.865
237 2XB8_30_arg                            -56.716   -58.856     2.140     3.635
238 2XB8_31_val                             -0.759    -0.697    -0.062    -8.949
239 2XB8_32_asp                             28.181    28.727    -0.546    -1.901
240 2XB8_33_glu                             23.059    22.273     0.786     3.530
241 2YKI_01_bbn                              0.243     0.150     0.093    62.147
242 2YKI_02_bbn                             -0.539    -0.223    -0.316  -141.783
243 2YKI_03_bbn                             -1.092    -0.885    -0.207   -23.439
244 2YKI_04_bbn                             -0.566    -0.501    -0.065   -12.900
245 2YKI_05_bbn                             -1.201    -1.095    -0.106    -9.640
246 2YKI_06_bbn                             -0.325    -0.852     0.527    61.806
247 2YKI_07_bbn                             -1.260    -1.001    -0.259   -25.892
248 2YKI_08_bbn                             -8.978   -10.123     1.145    11.309
249 2YKI_09_bbn                              0.878    -0.006     0.884 14731.107
250 2YKI_10_bbn                             -1.175    -1.105    -0.070    -6.332
251 2YKI_11_bbn                             -3.718    -4.313     0.595    13.806
252 2YKI_12_bbn                             -0.374    -1.057     0.683    64.642
253 2YKI_13_bbn                             -0.180    -0.391     0.211    53.933
254 2YKI_14_bbn                             -1.740    -1.846     0.106     5.718
255 2YKI_15_bbn                             -0.217    -0.336     0.119    35.404
256 2YKI_16_bbn                             -0.283    -0.240    -0.043   -18.037
257 2YKI_17_bbn                             -3.055    -2.670    -0.385   -14.407
258 2YKI_18_bbn                             -1.874    -1.851    -0.023    -1.267
259 2YKI_19_bbn                              0.152     0.096     0.056    58.147
260 2YKI_20_bbn                              0.227     0.160     0.067    41.716
261 2YKI_21_bbn                             -0.400    -0.036    -0.364 -1011.222
262 2YKI_22_phe                             -2.044    -2.016    -0.028    -1.373
263 2YKI_23_gln                             -0.824    -0.677    -0.147   -21.736
264 2YKI_24_ile                             -1.167    -1.114    -0.053    -4.731
265 2YKI_25_leu                             -0.214    -0.415     0.201    48.482
266 2YKI_26_asn                             -8.850    -7.324    -1.526   -20.829
267 2YKI_27_ser                             -0.359     0.118    -0.477  -404.115
268 2YKI_28_ala                             -0.489    -0.284    -0.205   -72.248
269 2YKI_29_asp                            -26.689   -25.837    -0.852    -3.296
270 2YKI_30_ile                             -0.248    -0.373     0.125    33.443
271 2YKI_31_met                             -7.546    -7.012    -0.534    -7.610
272 2YKI_32_leu                             -1.921    -1.697    -0.224   -13.226
273 2YKI_33_ile                             -0.228    -0.356     0.128    35.910
274 2YKI_34_leu                             -7.840    -5.688    -2.152   -37.827
275 2YKI_35_ile                             -0.945    -1.195     0.250    20.942
276 2YKI_36_ala                             -1.337    -1.598     0.261    16.347
277 2YKI_37_val                             -0.671    -0.790     0.119    15.075
278 2YKI_38_phe                             -9.254    -8.399    -0.855   -10.184
279 2YKI_40_val                             -1.965    -1.733    -0.232   -13.367
280 2YKI_41_trp                             -6.067    -6.213     0.146     2.349
281 2YKI_42_phe                             -2.219    -2.736     0.517    18.887
282 2YKI_43_thr                             -4.295    -3.713    -0.582   -15.665
283 2YKI_44_val                             -0.373    -0.972     0.599    61.658
284 2ZX6_01_bbn                              2.304     2.718    -0.414   -15.243
285 2ZX6_02_bbn                              0.353    -0.331     0.684   206.682
286 2ZX6_03_bbn                              0.208    -0.366     0.574   156.893
287 2ZX6_04_bbn                              2.064     1.694     0.370    21.812
288 2ZX6_05_phe                             -2.385    -2.454     0.069     2.793
289 2ZX6_06_hid                            -18.539   -21.607     3.068    14.198
290 2ZX6_07_leu                             -1.359    -1.413     0.054     3.834
291 2ZX6_08_tyr                             -3.611    -3.321    -0.290    -8.744
292 2ZX6_09_glu                            -78.588   -80.174     1.586     1.978
293 2ZX6_10_trp                             -2.220    -1.055    -1.165  -110.399
294 2ZX6_11_hie                             -2.474    -1.054    -1.420  -134.769
295 2ZX6_12_hid                            -15.863   -18.071     2.208    12.216
296 2ZX6_13_tyr                             -0.318    -0.065    -0.253  -389.563
297 2ZX6_14_leu                             -0.263    -0.230    -0.033   -14.549
298 2ZX6_15_trp                             -4.133    -3.758    -0.375    -9.987
299 2ZX6_16_asp                           -109.266  -110.036     0.770     0.700
300 2ZX6_17_met                             -4.599    -4.204    -0.395    -9.390
301 2ZX6_18_arg                             55.636    55.564     0.072     0.129
302 2ZX6_19_glu                           -114.026  -111.740    -2.286    -2.046
303 2ZX6_20_val                             -1.053    -1.102     0.049     4.431
304 2ZX6_21_asn                             -5.623    -5.871     0.248     4.223
305 2ZX6_22_thr                             -2.839    -2.562    -0.277   -10.815
306 2ZX6_23_phe                             -7.048    -8.275     1.227    14.831
307 3G0W_01_bbn                              0.366    -0.280     0.646   230.726
308 3G0W_02_bbn                             -2.320    -3.220     0.900    27.945
309 3G0W_03_bbn                              0.416     0.001     0.415 41540.872
310 3G0W_04_bbn                              0.223    -0.022     0.245  1115.264
311 3G0W_05_bbn                             -0.409    -0.757     0.348    45.943
312 3G0W_06_bbn                              0.445     0.348     0.097    27.920
313 3G0W_07_bbn                             -1.030    -0.797    -0.233   -29.231
314 3G0W_08_bbn                             -7.145    -0.335    -6.810 -2032.923
315 3G0W_09_bbn                             -1.367    -1.026    -0.341   -33.214
316 3G0W_10_bbn                             -0.152     1.077    -1.229  -114.084
317 3G0W_11_bbn                              2.336     2.491    -0.155    -6.241
318 3G0W_12_bbn                             -0.498    -0.473    -0.025    -5.362
319 3G0W_13_bbn                             -1.724    -1.851     0.127     6.850
320 3G0W_14_bbn                             -0.943    -0.879    -0.064    -7.325
321 3G0W_15_bbn                              0.009    -0.077     0.086   111.670
322 3G0W_16_leu                             -2.123    -1.582    -0.541   -34.185
323 3G0W_17_leu                             -3.929    -4.177     0.248     5.933
324 3G0W_18_asn                            -14.973   -15.230     0.257     1.688
325 3G0W_19_leu                             -2.273    -2.527     0.254    10.048
326 3G0W_20_gln                              0.551     0.770    -0.219   -28.452
327 3G0W_21_trp                             -0.614    -1.224     0.610    49.851
328 3G0W_22_met                             -2.729    -2.943     0.214     7.262
329 3G0W_23_met                             -5.274    -6.038     0.764    12.660
330 3G0W_24_val                             -1.494    -2.021     0.527    26.078
331 3G0W_25_met                            -54.227    -2.591   -51.636 -1992.883
332 3G0W_26_arg                            -17.831   -18.754     0.923     4.924
333 3G0W_27_phe                             -4.658    -3.633    -1.025   -28.227
334 3G0W_28_met                             -2.254    -2.138    -0.116    -5.438
335 3G0W_29_met                             -0.765    -0.973     0.208    21.373
336 3G0W_30_leu                             -2.442    -1.954    -0.488   -24.988
337 3G0W_31_phe                             -0.658    -0.746     0.088    11.771
338 3G0W_32_thr                             -3.245    -4.362     1.117    25.618
339 3G0W_33_leu                             -1.369    -0.959    -0.410   -42.728
340 3G0W_34_phe                             -2.148    -2.385     0.237     9.927
341 3G0W_35_met                             -0.074    -0.625     0.551    88.148
342 3G0W_36_ile                             -1.159    -0.474    -0.685  -144.415
343 3GCU_01_bbn                             -0.462    -0.282    -0.180   -63.835
344 3GCU_02_bbn                             -2.725    -3.124     0.399    12.786
345 3GCU_03_bbn                             -1.849    -1.441    -0.408   -28.345
346 3GCU_04_bbn                             -0.308    -1.028     0.720    70.045
347 3GCU_05_bbn                             -0.903    -0.689    -0.214   -31.115
348 3GCU_06_bbn                             -0.270    -0.328     0.058    17.635
349 3GCU_07_bbn                             -1.799    -1.867     0.068     3.652
350 3GCU_08_bbn                             -0.035    -0.029    -0.006   -19.527
351 3GCU_09_bbn                             -1.139    -1.389     0.250    18.033
352 3GCU_10_bbn                             -0.510    -0.503    -0.007    -1.423
353 3GCU_11_bbn                             -1.577    -1.166    -0.411   -35.260
354 3GCU_12_bbn                             -0.082    -0.152     0.070    46.187
355 3GCU_13_bbn                             -1.479    -1.220    -0.259   -21.250
356 3GCU_14_bbn                             -1.735    -1.261    -0.474   -37.561
357 3GCU_15_bbn                             -0.681    -0.618    -0.063   -10.264
358 3GCU_16_bbn                             -1.580    -2.654     1.074    40.466
359 3GCU_17_bbn                             -8.485    -8.222    -0.263    -3.195
360 3GCU_18_bbn                             -1.286    -2.033     0.747    36.747
361 3GCU_19_bbn                             -0.377    -0.332    -0.045   -13.412
362 3GCU_20_bbn                             -0.319    -0.237    -0.082   -34.530
363 3GCU_21_bbn                             -0.947    -1.341     0.394    29.354
364 3GCU_22_bbn                             -9.508    -8.470    -1.038   -12.258
365 3GCU_23_bbn                             -3.245    -3.359     0.114     3.386
366 3GCU_24_val                             -2.164    -1.617    -0.547   -33.811
367 3GCU_25_tyr                             -0.317    -0.332     0.015     4.426
368 3GCU_26_val                             -3.718    -2.777    -0.941   -33.893
369 3GCU_27_ala                             -1.160    -1.853     0.693    37.392
370 3GCU_28_lys                              1.552    -1.564     3.116   199.230
371 3GCU_29_arg                              0.322     1.022    -0.700   -68.534
372 3GCU_30_arg                             -1.494    -0.302    -1.192  -394.746
373 3GCU_31_glu                            -40.233   -40.107    -0.126    -0.313
374 3GCU_32_leu                             -2.016    -1.619    -0.397   -24.495
375 3GCU_33_leu                             -4.622    -3.539    -1.083   -30.610
376 3GCU_34_met                             -1.477    -1.363    -0.114    -8.386
377 3GCU_35_val                             -0.856    -0.854    -0.002    -0.187
378 3GCU_36_ile                             -2.819    -3.419     0.600    17.551
379 3GCU_37_leu                             -1.786    -1.666    -0.120    -7.225
380 3GCU_38_thr                             -6.300    -6.012    -0.288    -4.795
381 3GCU_39_leu                             -1.588    -1.675     0.087     5.182
382 3GCU_40_met                             -2.054    -1.631    -0.423   -25.950
383 3GCU_41_ile                             -1.855    -1.316    -0.539   -40.925
384 3GCU_42_ile                             -0.549    -0.576     0.027     4.678
385 3GCU_43_hie                             -2.243    -2.070    -0.173    -8.340
386 3GCU_44_ile                             -0.916    -0.486    -0.430   -88.387
387 3GCU_45_leu                             -4.265    -3.753    -0.512   -13.636
388 3GCU_46_asp                             -7.593    -3.510    -4.083  -116.325
389 3GCU_47_phe                             -4.498    -3.750    -0.748   -19.942
390 3GCU_48_leu                             -0.919    -0.619    -0.300   -48.450
391 3GNW_01_pro                             -1.690    -1.763     0.073     4.163
392 3GNW_02_bbn                             -0.288    -1.277     0.989    77.418
393 3GNW_03_bbn                             -3.285    -3.254    -0.031    -0.942
394 3GNW_04_bbn                             -3.160    -2.857    -0.303   -10.597
395 3GNW_05_bbn                             -0.583    -0.513    -0.070   -13.608
396 3GNW_06_bbn                             -0.043    -0.230     0.187    81.092
397 3GNW_07_bbn                             -1.526    -1.752     0.226    12.905
398 3GNW_08_bbn                             -0.536    -0.221    -0.315  -142.625
399 3GNW_09_bbn                             -0.859    -1.049     0.190    18.156
400 3GNW_10_bbn                             -0.587    -0.798     0.211    26.436
401 3GNW_11_bbn                             -2.456    -2.458     0.002     0.080
402 3GNW_12_bbn                             -1.068    -0.729    -0.339   -46.568
403 3GNW_13_bbn                             -8.346    -7.914    -0.432    -5.460
404 3GNW_14_bbn                             -8.960    -7.893    -1.067   -13.518
405 3GNW_15_bbn                            -10.108    -8.705    -1.403   -16.115
406 3GNW_16_bbn                             -3.068    -2.751    -0.317   -11.539
407 3GNW_17_arg                             -1.506    -1.153    -0.353   -30.631
408 3GNW_18_phe                             -1.627    -1.633     0.006     0.338
409 3GNW_19_arg                             -6.665    -5.693    -0.972   -17.075
410 3GNW_20_asn                             -2.562    -1.994    -0.568   -28.487
411 3GNW_21_asp                             -6.401    -4.875    -1.526   -31.304
412 3GNW_22_cys                             -5.427    -4.152    -1.275   -30.705
413 3GNW_23_ser                             -8.961    -8.521    -0.440    -5.160
414 3GNW_24_ser                             -1.072    -1.549     0.477    30.775
415 3GNW_25_leu                             -2.218    -2.381     0.163     6.864
416 3GNW_26_arg                              4.269     3.776     0.493    13.062
417 3GNW_27_ser                             -0.697    -0.516    -0.181   -35.157
418 3GNW_28_asn                             -1.617    -1.264    -0.353   -27.954
419 3GNW_29_met                             -6.964    -6.025    -0.939   -15.585
420 3GNW_30_tyr                             -5.430    -4.562    -0.868   -19.024
421 3GNW_31_gln                              0.056    -0.305     0.361   118.410
422 3GNW_32_ile                             -0.800    -0.859     0.059     6.814
423 3GNW_33_tyr                             -7.022    -6.613    -0.409    -6.177
424 3GNW_34_hie                             -0.108    -0.146     0.038    25.937
425 3GNW_35_ser                             -5.084    -4.733    -0.351    -7.414
426 3JVS_01_bbn                             -2.731    -1.960    -0.771   -39.358
427 3JVS_02_bbn                            -13.356   -13.696     0.340     2.485
