WARNING: Interface fennol is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
006-BACE1 / 5QCZ                          -133.321   -42.338   -90.983  -214.896
006-BACE1 / 5QD0                          -141.738   -51.837   -89.900  -173.427
006-BACE1 / 5QD1                          -137.180   -45.141   -92.039  -203.892
006-BACE1 / 5QD2                          -136.057   -47.054   -89.003  -189.151
006-BACE1 / 5QD3                          -138.860   -45.228   -93.633  -207.024
006-BACE1 / 5QD5                          -132.303   -48.822   -83.481  -170.990
006-BACE1 / 5QD9                          -144.978   -56.152   -88.826  -158.189
006-BACE1 / 5QDA                          -135.459   -46.774   -88.684  -189.600
007-JAK1 / 4E4L                            -77.194   -85.629     8.435     9.851
007-JAK1 / 4E4N                            -86.886   -90.019     3.134     3.481
007-JAK1 / 4E5W                           -118.784  -112.641    -6.142    -5.453
007-JAK1 / 4EHZ                           -147.264  -146.744    -0.520    -0.354
007-JAK1 / 4EI4                            -77.872   -81.834     3.963     4.842
007-JAK1 / 4FK6                            -98.654  -104.602     5.948     5.687
007-JAK1 / 4I5C                            -85.590   -88.563     2.973     3.357
007-JAK1 / 4IVB                            -80.867   -87.282     6.414     7.349
007-JAK1 / 4IVC                            -97.208  -104.103     6.895     6.623
007-JAK1 / 4IVD                            -99.930  -107.100     7.170     6.695
007-JAK1 / 4K6Z                            -82.128   -92.596    10.467    11.304
007-JAK1 / 4K77                            -57.969   -64.250     6.281     9.776
008-Trypsin / 1K1I                        -172.714  -199.042    26.327    13.227
008-Trypsin / 1K1J                        -170.497  -197.068    26.570    13.483
008-Trypsin / 1K1L                        -168.693  -194.468    25.774    13.254
008-Trypsin / 1K1M                        -170.200  -194.773    24.573    12.616
008-Trypsin / 1K1N                        -139.647  -146.330     6.683     4.567
008-Trypsin / 2ZHD                        -212.896  -223.671    10.775     4.817
008-Trypsin / 2ZQ2                        -204.199  -222.638    18.439     8.282
008-Trypsin / 3LJJ                        -217.029  -220.327     3.298     1.497
008-Trypsin / 3LJO                        -214.882  -218.065     3.183     1.460
008-Trypsin / 5MNG                        -128.252  -140.649    12.397     8.814
008-Trypsin / 5MO2                        -123.461  -133.110     9.649     7.249
008-Trypsin / 6SY3                        -194.887  -188.975    -5.913    -3.129
008-Trypsin / 6T0M                        -215.079  -221.793     6.714     3.027
008-Trypsin / 6T0P                        -216.862  -222.309     5.447     2.450
008-Trypsin / 6T5W                        -202.076  -203.253     1.177     0.579
009-CDK2 / 3QQK                            -59.516   -61.680     2.164     3.508
009-CDK2 / 3QTQ                            -67.978   -72.420     4.442     6.134
009-CDK2 / 3QTR                            -64.606   -68.080     3.474     5.102
009-CDK2 / 3QTS                            -69.041   -74.760     5.719     7.650
009-CDK2 / 3QTU                           -131.506  -136.080     4.574     3.362
009-CDK2 / 3QTW                            -73.919   -79.690     5.771     7.242
009-CDK2 / 3QTX                           -108.807  -110.260     1.453     1.318
009-CDK2 / 3QTZ                            -99.174  -101.400     2.226     2.195
009-CDK2 / 3QU0                           -106.556  -108.200     1.644     1.520
009-CDK2 / 3QXP                           -110.874  -112.610     1.736     1.541
009-CDK2 / 3R8U                            -66.247   -69.770     3.523     5.049
009-CDK2 / 3R8V                            -60.738   -64.550     3.812     5.906
009-CDK2 / 3R8Z                            -54.959   -55.730     0.771     1.384
009-CDK2 / 3R9D                           -112.613  -112.600    -0.013    -0.012
009-CDK2 / 3R9N                            -64.365   -68.240     3.875     5.678
009-CDK2 / 3RAH                            -69.703   -74.470     4.767     6.401
009-CDK2 / 3RAK                            -96.916   -97.000     0.084     0.086
009-CDK2 / 3RAL                           -105.398  -105.740     0.342     0.323
009-CDK2 / 3RJC                            -65.824   -67.770     1.946     2.871
009-CDK2 / 3RK5                           -128.742  -146.140    17.398    11.905
009-CDK2 / 3RK7                            -90.823   -92.550     1.727     1.866
009-CDK2 / 3RK9                            -67.205   -72.320     5.115     7.072
009-CDK2 / 3RKB                            -68.523   -72.210     3.687     5.106
009-CDK2 / 3RMF                           -102.323  -103.770     1.447     1.395
009-CDK2 / 3RNI                            -96.630   -95.570    -1.060    -1.110
009-CDK2 / 3RPV                           -105.056  -105.500     0.444     0.421
009-CDK2 / 3RPY                            -85.008   -84.740    -0.268    -0.316
009-CDK2 / 3S00                            -59.254   -64.690     5.436     8.404
009-CDK2 / 3S0O                            -58.628   -64.210     5.582     8.693
009-CDK2 / 3S1H                           -102.373  -103.980     1.607     1.546
009-CDK2 / 3SQQ                           -101.698  -101.630    -0.068    -0.067
010-MMP12 / 3EHX                           -71.666  -128.764    57.098    44.343
010-MMP12 / 3EHY                           -59.122  -112.893    53.771    47.630
010-MMP12 / 3F15                          -133.996  -133.428    -0.568    -0.426
010-MMP12 / 3F16                          -123.139  -129.731     6.592     5.081
010-MMP12 / 3F17                          -136.162  -132.057    -4.105    -3.108
010-MMP12 / 3F18                          -124.077  -133.044     8.967     6.740
010-MMP12 / 3F19                          -117.177  -119.632     2.456     2.053
010-MMP12 / 3F1A                          -121.937  -118.100    -3.837    -3.249
010-MMP12 / 3LK8                          -124.301  -123.865    -0.436    -0.352
010-MMP12 / 3N2U                          -132.534  -154.459    21.925    14.195
010-MMP12 / 3N2V                          -132.530  -131.516    -1.014    -0.771
010-MMP12 / 3NX7                          -126.109  -126.899     0.789     0.622
010-MMP12 / 3RTS                          -122.384  -125.882     3.497     2.778
010-MMP12 / 3RTT                          -115.621  -126.266    10.644     8.430
010-MMP12 / 4GUY                          -128.533  -134.390     5.857     4.358
010-MMP12 / 5LAB                          -124.146  -126.075     1.929     1.530
010-MMP12 / 6RD0                           -65.640   -72.888     7.248     9.944
010-MMP12 / 6RLY                           -62.225   -60.709    -1.516    -2.498
==========================================================================================
RMSE               29.806   kcal/mol
MUE                15.711   kcal/mol
------------------------------------------------------------------------------------------
MSE                -0.210   kcal/mol
min               -94.390   kcal/mol
max                57.098   kcal/mol
range             151.488   kcal/mol
min abs             0.006   kcal/mol
max abs            94.390   kcal/mol
==========================================================================================
RMSE               53.758   %
MUE                21.395   %
MSE                -9.429   %
min              -214.896   %
max                47.630   %
range             262.526   %
min abs             0.004   %
max abs           214.896   %
------------------------------------------------------------------------------------------
RMSE/|avg|         24.999   %
MUE/|avg|          13.177   %
==========================================================================================
Statistics for groups:
001-CA2        (10) RMSE     45.885   MSE      45.343   kcal/mol
002-HIV-PR     (22) RMSE      9.954   MSE      -1.906   kcal/mol
003-CK2        (16) RMSE      9.278   MSE       5.876   kcal/mol
004-AR         (14) RMSE      8.590   MSE       7.416   kcal/mol
005-Cath-D     (10) RMSE      2.791   MSE       2.615   kcal/mol
006-BACE1      (16) RMSE     82.285   MSE     -72.666   kcal/mol
007-JAK1       (12) RMSE      6.245   MSE       4.585   kcal/mol
008-Trypsin    (15) RMSE     15.377   MSE      11.673   kcal/mol
009-CDK2       (31) RMSE      4.463   MSE       3.011   kcal/mol
010-MMP12      (18) RMSE     19.740   MSE       9.405   kcal/mol
--------------------------------------------------------------------------------
001-CA2        RMSE/|avg|     21.74 %
002-HIV-PR     RMSE/|avg|     6.45 %
003-CK2        RMSE/|avg|     17.91 %
004-AR         RMSE/|avg|     6.77 %
005-Cath-D     RMSE/|avg|     2.05 %
006-BACE1      RMSE/|avg|     125.58 %
007-JAK1       RMSE/|avg|     6.43 %
008-Trypsin    RMSE/|avg|     7.88 %
009-CDK2       RMSE/|avg|     5.03 %
010-MMP12      RMSE/|avg|     16.22 %
==========================================================================================

