WARNING: Interface orbital is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
142 2P4Y_28_met                             -2.702    -2.641    -0.061    -2.325
143 2P4Y_29_leu                             -4.932    -4.607    -0.325    -7.052
144 2P4Y_30_leu                             -2.804    -2.673    -0.131    -4.891
145 2P4Y_31_val                             -1.503    -1.593     0.090     5.636
146 2P4Y_32_ile                             -8.389    -7.524    -0.865   -11.493
147 2P4Y_33_ser                             -4.054    -3.787    -0.267    -7.040
148 2P4Y_34_met                             -2.094    -2.077    -0.017    -0.836
149 2P4Y_35_leu                             -1.453    -1.370    -0.083    -6.025
150 2P4Y_36_phe                             -1.531    -1.510    -0.021    -1.415
151 2P4Y_37_met                             -3.333    -3.066    -0.267    -8.707
152 2P4Y_38_lys                            -31.415   -28.948    -2.467    -8.524
153 2P4Y_39_hie                             -1.284    -1.154    -0.130   -11.234
154 2VOT_01_bbn                              2.286     2.471    -0.185    -7.495
155 2VOT_02_bbn                              1.070     0.834     0.236    28.262
156 2VOT_03_bbn                              1.802     1.814    -0.012    -0.683
157 2VOT_04_trp                             -2.747    -1.855    -0.892   -48.110
158 2VOT_05_asp                           -109.267  -108.715    -0.552    -0.508
159 2VOT_06_trp                             -2.139    -0.130    -2.009 -1545.697
160 2VOT_07_arg                             40.829    41.149    -0.320    -0.778
161 2VOT_08_trp                             -2.432    -1.687    -0.745   -44.171
162 2VOT_09_cys                             -1.757    -1.784     0.027     1.538
163 2VOT_10_asn                             -3.795    -3.554    -0.241    -6.771
164 2VOT_11_glu                           -109.898  -109.350    -0.548    -0.501
165 2VOT_12_glu                            -44.714   -45.354     0.640     1.412
166 2VOT_13_trp                             -0.586    -0.448    -0.138   -30.697
167 2VOT_14_trp                             -0.045     0.355    -0.400  -112.687
168 2VOT_15_hip                             52.652    52.496     0.156     0.297
169 2VOT_16_trp                             -8.220    -7.689    -0.531    -6.904
170 2VOT_17_tyr                             -4.662    -4.084    -0.578   -14.144
171 2VOT_18_glu                           -111.947  -111.797    -0.150    -0.134
172 2VOT_19_ser                              0.580     0.657    -0.077   -11.736
173 2VOT_20_ser                             -1.312    -1.306    -0.006    -0.444
174 2VOT_21_trp                            -15.179   -14.338    -0.841    -5.862
175 2VOT_22_trp                             -7.905    -7.156    -0.749   -10.460
176 2VW5_01_bbn                             -1.588    -1.602     0.014     0.895
177 2VW5_02_bbn                             -2.027    -2.012    -0.015    -0.736
178 2VW5_03_bbn                             -0.124    -0.165     0.041    24.933
179 2VW5_04_bbn                             -0.315    -0.347     0.032     9.141
180 2VW5_05_bbn                             -1.520    -1.513    -0.007    -0.470
181 2VW5_06_bbn                             -0.146     0.010    -0.156 -1563.804
182 2VW5_07_bbn                              0.191    -0.062     0.253   408.743
183 2VW5_08_bbn                             -0.315    -0.306    -0.009    -3.033
184 2VW5_09_bbn                             -1.971    -1.959    -0.012    -0.587
185 2VW5_10_bbn                             -0.642    -0.747     0.105    14.080
186 2VW5_11_bbn                             -4.121    -3.942    -0.179    -4.545
187 2VW5_12_bbn                             -0.124     0.092    -0.216  -234.631
188 2VW5_13_bbn                             -7.612    -7.609    -0.003    -0.037
189 2VW5_14_bbn                             -2.353    -2.653     0.300    11.295
190 2VW5_15_bbn                              0.225     0.119     0.106    89.244
191 2VW5_16_asn                             -6.418    -6.153    -0.265    -4.310
192 2VW5_17_ala                             -0.324    -0.437     0.113    25.921
193 2VW5_18_asp                            -27.733   -27.702    -0.031    -0.114
194 2VW5_19_ala                             -1.712    -1.574    -0.138    -8.737
195 2VW5_20_lys                            -16.856   -16.841    -0.015    -0.091
196 2VW5_21_asp                            -18.692   -20.676     1.984     9.597
197 2VW5_22_ile                             -0.980    -0.966    -0.014    -1.410
198 2VW5_23_met                             -6.418    -5.847    -0.571    -9.769
199 2VW5_24_glu                             -5.754    -6.855     1.101    16.063
200 2VW5_25_asn                             -2.218    -1.838    -0.380   -20.687
201 2VW5_26_leu                             -1.565    -1.397    -0.168   -12.036
202 2VW5_28_val                             -0.591    -0.688     0.097    14.077
203 2VW5_29_phe                             -4.099    -3.685    -0.414   -11.225
204 2VW5_30_tyr                             -1.036    -1.319     0.283    21.461
205 2VW5_31_val                             -0.490    -0.469    -0.021    -4.437
206 2VW5_32_thr                             -4.797    -4.575    -0.222    -4.848
207 2VW5_33_leu                             -0.833    -0.905     0.072     7.929
208 2XB8_01_bbn                              3.187     2.947     0.240     8.130
209 2XB8_02_bbn                             -3.727    -3.648    -0.079    -2.168
210 2XB8_03_bbn                             -2.139    -2.281     0.142     6.208
211 2XB8_04_bbn                             -2.995    -3.228     0.233     7.213
212 2XB8_05_bbn                             -1.486    -1.707     0.221    12.928
213 2XB8_06_bbn                              1.959     1.795     0.164     9.150
214 2XB8_07_bbn                             -0.270     0.743    -1.013  -136.372
215 2XB8_08_bbn                             -9.042    -8.427    -0.615    -7.296
216 2XB8_09_bbn                             -5.371    -4.519    -0.852   -18.855
217 2XB8_10_bbn                             -1.937    -1.881    -0.056    -2.963
218 2XB8_11_bbn                             -3.918    -3.191    -0.727   -22.798
219 2XB8_12_bbn                            -18.816   -18.509    -0.307    -1.656
220 2XB8_13_bbn                            -19.108   -18.726    -0.382    -2.041
221 2XB8_14_bbn                              2.601     3.105    -0.504   -16.230
222 2XB8_15_bbn                             -1.025    -1.108     0.083     7.521
223 2XB8_16_asn                              0.721     0.457     0.264    57.690
224 2XB8_17_leu                             -4.560    -4.157    -0.403    -9.702
225 2XB8_18_arg                            -27.024   -24.340    -2.684   -11.027
226 2XB8_19_leu                             -0.405    -0.451     0.046    10.119
227 2XB8_20_arg                            -24.907   -19.929    -4.978   -24.980
228 2XB8_21_tyr                             -9.053    -7.905    -1.148   -14.523
229 2XB8_22_asn                             -9.312    -9.067    -0.245    -2.703
230 2XB8_23_thr                             -1.272    -1.159    -0.113    -9.783
231 2XB8_24_hid                             -5.033    -4.787    -0.246    -5.144
232 2XB8_25_hie                              2.252     3.033    -0.781   -25.750
233 2XB8_26_ile                             -3.783    -3.670    -0.113    -3.089
234 2XB8_27_ser                            -13.484   -13.012    -0.472    -3.627
235 2XB8_28_val                             -1.509    -1.439    -0.070    -4.854
236 2XB8_29_arg                            -50.355   -51.470     1.115     2.167
237 2XB8_30_arg                            -58.034   -58.856     0.822     1.396
238 2XB8_31_val                             -0.563    -0.697     0.134    19.225
239 2XB8_32_asp                             28.567    28.727    -0.160    -0.558
240 2XB8_33_glu                             23.792    22.273     1.519     6.822
241 2YKI_01_bbn                              0.270     0.150     0.120    80.161
242 2YKI_02_bbn                             -0.158    -0.223     0.065    29.309
243 2YKI_03_bbn                             -0.766    -0.885     0.119    13.482
244 2YKI_04_bbn                             -0.417    -0.501     0.084    16.842
245 2YKI_05_bbn                             -0.901    -1.095     0.194    17.735
246 2YKI_06_bbn                             -0.890    -0.852    -0.038    -4.406
247 2YKI_07_bbn                             -0.743    -1.001     0.258    25.758
248 2YKI_08_bbn                             -9.988   -10.123     0.135     1.337
249 2YKI_09_bbn                              0.045    -0.006     0.051   850.669
250 2YKI_10_bbn                             -1.036    -1.105     0.069     6.251
251 2YKI_11_bbn                             -4.493    -4.313    -0.180    -4.168
252 2YKI_12_bbn                             -1.002    -1.057     0.055     5.190
253 2YKI_13_bbn                             -0.236    -0.391     0.155    39.524
254 2YKI_14_bbn                             -1.644    -1.846     0.202    10.944
255 2YKI_15_bbn                             -0.079    -0.336     0.257    76.542
256 2YKI_16_bbn                              0.056    -0.240     0.296   123.458
257 2YKI_17_bbn                             -2.522    -2.670     0.148     5.534
258 2YKI_18_bbn                             -1.621    -1.851     0.230    12.402
259 2YKI_19_bbn                              0.282     0.096     0.186   193.230
260 2YKI_20_bbn                              0.236     0.160     0.076    47.788
261 2YKI_21_bbn                              0.191    -0.036     0.227   631.724
262 2YKI_22_phe                             -1.666    -2.016     0.350    17.337
263 2YKI_23_gln                             -0.721    -0.677    -0.044    -6.446
264 2YKI_24_ile                             -0.754    -1.114     0.360    32.278
265 2YKI_25_leu                             -0.315    -0.415     0.100    24.029
266 2YKI_26_asn                             -7.499    -7.324    -0.175    -2.392
267 2YKI_27_ser                              0.321     0.118     0.203   171.958
268 2YKI_28_ala                             -0.329    -0.284    -0.045   -15.970
269 2YKI_29_asp                            -26.461   -25.837    -0.624    -2.415
270 2YKI_30_ile                             -0.304    -0.373     0.069    18.493
271 2YKI_31_met                             -7.544    -7.012    -0.532    -7.590
272 2YKI_32_leu                             -1.554    -1.697     0.143     8.433
273 2YKI_33_ile                             -0.236    -0.356     0.120    33.578
274 2YKI_34_leu                             -6.351    -5.688    -0.663   -11.650
275 2YKI_35_ile                             -0.957    -1.195     0.238    19.908
276 2YKI_36_ala                             -1.458    -1.598     0.140     8.750
277 2YKI_37_val                             -0.580    -0.790     0.210    26.596
278 2YKI_38_phe                             -8.772    -8.399    -0.373    -4.436
279 2YKI_40_val                             -1.374    -1.733     0.359    20.731
280 2YKI_41_trp                             -6.148    -6.213     0.065     1.047
281 2YKI_42_phe                             -2.432    -2.736     0.304    11.105
282 2YKI_43_thr                             -3.671    -3.713     0.042     1.137
283 2YKI_44_val                             -0.721    -0.972     0.251    25.860
284 2ZX6_01_bbn                              2.770     2.718     0.052     1.912
285 2ZX6_02_bbn                             -0.664    -0.331    -0.333  -100.708
286 2ZX6_03_bbn                             -0.845    -0.366    -0.479  -130.738
287 2ZX6_04_bbn                              1.655     1.694    -0.039    -2.289
288 2ZX6_05_phe                             -2.534    -2.454    -0.080    -3.240
289 2ZX6_06_hid                            -21.799   -21.607    -0.192    -0.891
290 2ZX6_07_leu                             -1.498    -1.413    -0.085    -5.986
291 2ZX6_08_tyr                             -4.054    -3.321    -0.733   -22.060
292 2ZX6_09_glu                            -81.286   -80.174    -1.112    -1.387
293 2ZX6_10_trp                             -2.117    -1.055    -1.062  -100.653
294 2ZX6_11_hie                             -1.543    -1.054    -0.489   -46.359
295 2ZX6_12_hid                            -18.117   -18.071    -0.046    -0.257
296 2ZX6_13_tyr                             -0.383    -0.065    -0.318  -488.986
297 2ZX6_14_leu                             -0.259    -0.230    -0.029   -12.600
298 2ZX6_15_trp                             -3.513    -3.758     0.245     6.516
299 2ZX6_16_asp                           -110.157  -110.036    -0.121    -0.110
300 2ZX6_17_met                             -4.481    -4.204    -0.277    -6.601
301 2ZX6_18_arg                             55.242    55.564    -0.322    -0.580
302 2ZX6_19_glu                           -113.276  -111.740    -1.536    -1.375
303 2ZX6_20_val                             -0.963    -1.102     0.139    12.638
304 2ZX6_21_asn                             -5.731    -5.871     0.140     2.379
305 2ZX6_22_thr                             -2.556    -2.562     0.006     0.233
306 2ZX6_23_phe                             -8.997    -8.275    -0.722    -8.722
307 3G0W_01_bbn                             -0.236    -0.280     0.044    15.550
308 3G0W_02_bbn                             -3.558    -3.220    -0.338   -10.502
309 3G0W_03_bbn                              0.045     0.001     0.044  4404.013
310 3G0W_04_bbn                             -0.169    -0.022    -0.147  -667.730
311 3G0W_05_bbn                             -0.901    -0.757    -0.144   -18.996
312 3G0W_06_bbn                              0.113     0.348    -0.235   -67.644
313 3G0W_07_bbn                             -0.766    -0.797     0.031     3.929
314 3G0W_08_bbn                             -0.428    -0.335    -0.093   -27.726
315 3G0W_09_bbn                             -1.013    -1.026     0.013     1.228
316 3G0W_10_bbn                             -0.518     1.077    -1.595  -148.093
317 3G0W_11_bbn                              2.579     2.491     0.088     3.515
318 3G0W_12_bbn                             -0.248    -0.473     0.225    47.628
319 3G0W_13_bbn                             -1.802    -1.851     0.049     2.669
320 3G0W_14_bbn                             -0.991    -0.879    -0.112   -12.728
321 3G0W_15_bbn                             -0.304    -0.077    -0.227  -294.832
322 3G0W_16_leu                             -1.768    -1.582    -0.186   -11.746
323 3G0W_17_leu                             -4.493    -4.177    -0.316    -7.559
324 3G0W_18_asn                            -14.751   -15.230     0.479     3.147
325 3G0W_19_leu                             -2.725    -2.527    -0.198    -7.833
326 3G0W_20_gln                              0.709     0.770    -0.061    -7.872
327 3G0W_21_trp                             -0.991    -1.224     0.233    19.046
328 3G0W_22_met                             -2.928    -2.943     0.015     0.523
329 3G0W_23_met                             -5.247    -6.038     0.791    13.097
330 3G0W_24_val                             -1.002    -2.021     1.019    50.414
331 3G0W_25_met                             -2.815    -2.591    -0.224    -8.646
332 3G0W_26_arg                            -21.101   -18.754    -2.347   -12.516
333 3G0W_27_phe                             -3.705    -3.633    -0.072    -1.969
334 3G0W_28_met                             -2.139    -2.138    -0.001    -0.066
335 3G0W_29_met                             -1.058    -0.973    -0.085    -8.781
336 3G0W_30_leu                             -1.993    -1.954    -0.039    -1.997
337 3G0W_31_phe                             -0.619    -0.746     0.127    16.984
338 3G0W_32_thr                             -5.101    -4.362    -0.739   -16.937
339 3G0W_33_leu                             -1.149    -0.959    -0.190   -19.763
340 3G0W_34_phe                             -2.398    -2.385    -0.013    -0.561
341 3G0W_35_met                             -0.698    -0.625    -0.073   -11.700
342 3G0W_36_ile                             -0.574    -0.474    -0.100   -21.152
343 3GCU_01_bbn                             -0.191    -0.282     0.091    32.120
344 3GCU_02_bbn                             -3.187    -3.124    -0.063    -2.004
345 3GCU_03_bbn                             -1.295    -1.441     0.146    10.139
346 3GCU_04_bbn                             -0.912    -1.028     0.116    11.278
347 3GCU_05_bbn                             -0.619    -0.689     0.070    10.116
348 3GCU_06_bbn                             -0.372    -0.328    -0.044   -13.287
349 3GCU_07_bbn                             -1.824    -1.867     0.043     2.296
350 3GCU_08_bbn                             -0.034    -0.029    -0.005   -16.483
351 3GCU_09_bbn                             -1.543    -1.389    -0.154   -11.060
352 3GCU_10_bbn                             -0.563    -0.503    -0.060   -11.929
353 3GCU_11_bbn                             -0.991    -1.166     0.175    15.019
354 3GCU_12_bbn                             -0.169    -0.152    -0.017   -11.119
355 3GCU_13_bbn                             -1.149    -1.220     0.071     5.859
356 3GCU_14_bbn                             -1.013    -1.261     0.248    19.635
357 3GCU_15_bbn                             -0.439    -0.618     0.179    28.942
358 3GCU_16_bbn                             -2.792    -2.654    -0.138    -5.218
359 3GCU_17_bbn                             -8.287    -8.222    -0.065    -0.795
360 3GCU_18_bbn                             -1.948    -2.033     0.085     4.182
361 3GCU_19_bbn                             -0.248    -0.332     0.084    25.385
362 3GCU_20_bbn                             -0.315    -0.237    -0.078   -33.030
363 3GCU_21_bbn                             -1.565    -1.341    -0.224   -16.715
364 3GCU_22_bbn                             -8.907    -8.470    -0.437    -5.156
365 3GCU_23_bbn                             -3.446    -3.359    -0.087    -2.577
366 3GCU_24_val                             -1.728    -1.617    -0.111    -6.890
367 3GCU_25_tyr                             -0.428    -0.332    -0.096   -28.880
368 3GCU_26_val                             -2.928    -2.777    -0.151    -5.423
369 3GCU_27_ala                             -2.072    -1.853    -0.219   -11.810
370 3GCU_28_lys                             -4.054    -1.564    -2.490  -159.182
371 3GCU_29_arg                             -2.590     1.022    -3.612  -353.406
372 3GCU_30_arg                             -2.545    -0.302    -2.243  -742.638
373 3GCU_31_glu                            -40.547   -40.107    -0.440    -1.098
374 3GCU_32_leu                             -1.599    -1.619     0.020     1.240
375 3GCU_33_leu                             -3.750    -3.539    -0.211    -5.951
376 3GCU_34_met                             -1.486    -1.363    -0.123    -9.048
377 3GCU_35_val                             -0.957    -0.854    -0.103   -12.073
378 3GCU_36_ile                             -3.434    -3.419    -0.015    -0.448
379 3GCU_37_leu                             -1.689    -1.666    -0.023    -1.381
380 3GCU_38_thr                             -6.159    -6.012    -0.147    -2.449
381 3GCU_39_leu                             -1.790    -1.675    -0.115    -6.886
382 3GCU_40_met                             -1.847    -1.631    -0.216   -13.222
383 3GCU_41_ile                             -1.565    -1.316    -0.249   -18.932
384 3GCU_42_ile                             -0.743    -0.576    -0.167   -29.021
385 3GCU_43_hie                             -2.049    -2.070     0.021     0.999
386 3GCU_44_ile                             -0.653    -0.486    -0.167   -34.379
387 3GCU_45_leu                             -3.783    -3.753    -0.030    -0.809
388 3GCU_46_asp                             -2.894    -3.510     0.616    17.555
389 3GCU_47_phe                             -3.964    -3.750    -0.214    -5.694
390 3GCU_48_leu                             -0.586    -0.619     0.033     5.408
391 3GNW_01_pro                             -1.599    -1.763     0.164     9.307
392 3GNW_02_bbn                             -0.259    -1.277     1.018    79.720
393 3GNW_03_bbn                             -3.401    -3.254    -0.147    -4.503
394 3GNW_04_bbn                             -3.389    -2.857    -0.532   -18.630
395 3GNW_05_bbn                             -0.439    -0.513     0.074    14.397
396 3GNW_06_bbn                             -0.338    -0.230    -0.108   -46.870
397 3GNW_07_bbn                             -1.835    -1.752    -0.083    -4.759
398 3GNW_08_bbn                             -0.259    -0.221    -0.038   -17.186
399 3GNW_09_bbn                             -1.464    -1.049    -0.415   -39.543
400 3GNW_10_bbn                             -0.968    -0.798    -0.170   -21.349
401 3GNW_11_bbn                             -2.657    -2.458    -0.199    -8.111
402 3GNW_12_bbn                             -1.036    -0.729    -0.307   -42.102
403 3GNW_13_bbn                             -8.389    -7.914    -0.475    -5.999
404 3GNW_14_bbn                             -8.614    -7.893    -0.721    -9.134
405 3GNW_15_bbn                             -9.368    -8.705    -0.663    -7.620
406 3GNW_16_bbn                             -2.792    -2.751    -0.041    -1.508
407 3GNW_17_arg                             -2.342    -1.153    -1.189  -103.130
408 3GNW_18_phe                             -1.419    -1.633     0.214    13.119
409 3GNW_19_arg                             -7.522    -5.693    -1.829   -32.122
410 3GNW_20_asn                             -1.937    -1.994     0.057     2.872
411 3GNW_21_asp                             -5.067    -4.875    -0.192    -3.939
412 3GNW_22_cys                             -4.797    -4.152    -0.645   -15.529
413 3GNW_23_ser                             -8.451    -8.521     0.070     0.826
414 3GNW_24_ser                             -1.835    -1.549    -0.286   -18.488
415 3GNW_25_leu                             -2.635    -2.381    -0.254   -10.661
416 3GNW_26_arg                              2.725     3.776    -1.051   -27.836
417 3GNW_27_ser                             -0.355    -0.516     0.161    31.261
418 3GNW_28_asn                             -1.678    -1.264    -0.414   -32.733
419 3GNW_29_met                             -6.756    -6.025    -0.731   -12.133
420 3GNW_30_tyr                             -4.459    -4.562     0.103     2.258
421 3GNW_31_gln                             -0.833    -0.305    -0.528  -173.194
422 3GNW_32_ile                             -0.968    -0.859    -0.109   -12.731
423 3GNW_33_tyr                             -6.824    -6.613    -0.211    -3.184
424 3GNW_34_hie                              0.146    -0.146     0.292   200.261
