WARNING: Interface fennol is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
007-JAK1 / 4E4L                            -66.484   -85.629    19.145    22.358
007-JAK1 / 4E4N                            -72.264   -90.019    17.756    19.725
007-JAK1 / 4E5W                           -119.764  -112.641    -7.123    -6.323
007-JAK1 / 4EHZ                           -151.807  -146.744    -5.064    -3.451
007-JAK1 / 4EI4                            -66.868   -81.834    14.966    18.288
007-JAK1 / 4FK6                            -85.932  -104.602    18.671    17.849
007-JAK1 / 4I5C                            -72.463   -88.563    16.100    18.180
007-JAK1 / 4IVB                            -68.496   -87.282    18.786    21.523
007-JAK1 / 4IVC                            -82.589  -104.103    21.513    20.665
007-JAK1 / 4IVD                            -86.379  -107.100    20.721    19.347
007-JAK1 / 4K6Z                            -68.538   -92.596    24.057    25.981
007-JAK1 / 4K77                            -47.630   -64.250    16.620    25.868
008-Trypsin / 1K1I                        -169.365  -199.042    29.677    14.910
008-Trypsin / 1K1J                        -166.233  -197.068    30.835    15.647
008-Trypsin / 1K1L                        -164.965  -194.468    29.502    15.171
008-Trypsin / 1K1M                        -165.846  -194.773    28.927    14.852
008-Trypsin / 1K1N                        -124.937  -146.330    21.393    14.619
008-Trypsin / 2ZHD                        -214.436  -223.671     9.235     4.129
008-Trypsin / 2ZQ2                        -208.037  -222.638    14.601     6.558
008-Trypsin / 3LJJ                        -220.119  -220.327     0.208     0.095
008-Trypsin / 3LJO                        -216.648  -218.065     1.417     0.650
008-Trypsin / 5MNG                        -132.235  -140.649     8.414     5.982
008-Trypsin / 5MO2                        -127.690  -133.110     5.420     4.072
008-Trypsin / 6SY3                        -194.008  -188.975    -5.033    -2.663
008-Trypsin / 6T0M                        -221.599  -221.793     0.194     0.087
008-Trypsin / 6T0P                        -225.233  -222.309    -2.924    -1.315
008-Trypsin / 6T5W                        -212.588  -203.253    -9.335    -4.593
009-CDK2 / 3QQK                            -49.285   -61.680    12.395    20.095
009-CDK2 / 3QTQ                            -57.753   -72.420    14.667    20.253
009-CDK2 / 3QTR                            -51.896   -68.080    16.184    23.771
009-CDK2 / 3QTS                            -55.283   -74.760    19.477    26.052
009-CDK2 / 3QTU                           -119.947  -136.080    16.133    11.856
009-CDK2 / 3QTW                            -61.449   -79.690    18.241    22.890
009-CDK2 / 3QTX                            -96.213  -110.260    14.047    12.739
009-CDK2 / 3QTZ                            -87.514  -101.400    13.886    13.694
009-CDK2 / 3QU0                            -94.797  -108.200    13.403    12.387
009-CDK2 / 3QXP                            -98.150  -112.610    14.460    12.841
009-CDK2 / 3R8U                            -54.624   -69.770    15.146    21.708
009-CDK2 / 3R8V                            -48.576   -64.550    15.974    24.746
009-CDK2 / 3R8Z                            -44.379   -55.730    11.351    20.369
009-CDK2 / 3R9D                           -100.795  -112.600    11.805    10.484
009-CDK2 / 3R9N                            -52.049   -68.240    16.191    23.727
009-CDK2 / 3RAH                            -57.223   -74.470    17.247    23.160
009-CDK2 / 3RAK                            -85.135   -97.000    11.865    12.232
009-CDK2 / 3RAL                            -94.779  -105.740    10.961    10.366
009-CDK2 / 3RJC                            -52.460   -67.770    15.310    22.591
009-CDK2 / 3RK5                           -111.074  -146.140    35.066    23.995
009-CDK2 / 3RK7                            -77.073   -92.550    15.477    16.723
009-CDK2 / 3RK9                            -57.505   -72.320    14.815    20.486
009-CDK2 / 3RKB                            -57.543   -72.210    14.667    20.311
009-CDK2 / 3RMF                            -87.283  -103.770    16.487    15.888
009-CDK2 / 3RNI                            -83.018   -95.570    12.552    13.134
009-CDK2 / 3RPV                            -92.226  -105.500    13.274    12.582
009-CDK2 / 3RPY                            -74.756   -84.740     9.984    11.782
009-CDK2 / 3S00                            -45.399   -64.690    19.291    29.821
009-CDK2 / 3S0O                            -48.929   -64.210    15.281    23.798
009-CDK2 / 3S1H                            -89.213  -103.980    14.767    14.202
009-CDK2 / 3SQQ                            -89.571  -101.630    12.059    11.866
010-MMP12 / 3EHX                           -89.982  -128.764    38.781    30.118
010-MMP12 / 3EHY                           -77.313  -112.893    35.581    31.517
010-MMP12 / 3F15                           -84.218  -133.428    49.210    36.881
010-MMP12 / 3F16                           -93.910  -129.731    35.820    27.611
010-MMP12 / 3F17                           -86.841  -132.057    45.217    34.240
010-MMP12 / 3F18                           -85.928  -133.044    47.116    35.414
010-MMP12 / 3F19                           -76.209  -119.632    43.423    36.297
010-MMP12 / 3F1A                           -72.797  -118.100    45.303    38.360
010-MMP12 / 3LK8                           -79.845  -123.865    44.020    35.539
010-MMP12 / 3N2U                          -113.349  -154.459    41.110    26.616
010-MMP12 / 3N2V                           -95.517  -131.516    35.999    27.372
010-MMP12 / 3NX7                           -85.361  -126.899    41.538    32.733
010-MMP12 / 3RTS                           -77.199  -125.882    48.682    38.673
010-MMP12 / 3RTT                           -82.225  -126.266    44.040    34.879
010-MMP12 / 4GUY                           -67.464  -134.390    66.927    49.800
010-MMP12 / 5LAB                           -88.170  -126.075    37.905    30.066
010-MMP12 / 6RD0                           -59.317   -72.888    13.571    18.618
010-MMP12 / 6RLY                           -52.004   -60.709     8.704    14.338
==========================================================================================
RMSE               31.900   kcal/mol
MUE                24.839   kcal/mol
------------------------------------------------------------------------------------------
MSE                10.526   kcal/mol
min               -86.526   kcal/mol
max                66.927   kcal/mol
range             153.452   kcal/mol
min abs             0.194   kcal/mol
max abs            86.526   kcal/mol
==========================================================================================
RMSE               52.269   %
MUE                30.188   %
MSE                 2.461   %
min              -201.827   %
max                49.800   %
range             251.628   %
min abs             0.087   %
max abs           201.827   %
------------------------------------------------------------------------------------------
RMSE/|avg|         26.755   %
MUE/|avg|          20.833   %
==========================================================================================
Statistics for groups:
001-CA2        (10) RMSE     18.456   MSE      17.397   kcal/mol
002-HIV-PR     (22) RMSE     20.571   MSE      15.026   kcal/mol
003-CK2        (16) RMSE     18.087   MSE      15.792   kcal/mol
004-AR         (14) RMSE     23.086   MSE      22.773   kcal/mol
005-Cath-D     (10) RMSE     15.905   MSE      15.844   kcal/mol
006-BACE1      (16) RMSE     75.482   MSE     -65.144   kcal/mol
007-JAK1       (12) RMSE     17.536   MSE      14.679   kcal/mol
008-Trypsin    (15) RMSE     17.355   MSE      10.835   kcal/mol
009-CDK2       (31) RMSE     15.829   MSE      15.241   kcal/mol
010-MMP12      (18) RMSE     42.039   MSE      40.164   kcal/mol
--------------------------------------------------------------------------------
001-CA2        RMSE/|avg|     8.74 %
002-HIV-PR     RMSE/|avg|     13.32 %
003-CK2        RMSE/|avg|     34.91 %
004-AR         RMSE/|avg|     18.19 %
005-Cath-D     RMSE/|avg|     11.68 %
006-BACE1      RMSE/|avg|     115.20 %
007-JAK1       RMSE/|avg|     18.06 %
008-Trypsin    RMSE/|avg|     8.90 %
009-CDK2       RMSE/|avg|     17.85 %
010-MMP12      RMSE/|avg|     34.54 %
==========================================================================================

