WARNING: Interface orbital is under development and should be used with care:
         Only basic functionality, no error checks
        _______  
       /\______\ 
      / /      / 
     / / Cuby /   Dataset calculation
     \/______/   
                 
==========================================================================================
name                                             E      Eref     error  error(%)
007-JAK1 / 4K6Z                            -97.332   -92.596    -4.736    -5.115
007-JAK1 / 4K77                            -71.434   -64.250    -7.184   -11.182
008-Trypsin / 1K1I                        -194.033  -199.042     5.009     2.516
008-Trypsin / 1K1J                        -190.790  -197.068     6.278     3.185
008-Trypsin / 1K1L                        -188.718  -194.468     5.749     2.956
008-Trypsin / 1K1M                        -191.330  -194.773     3.442     1.767
008-Trypsin / 1K1N                        -139.174  -146.330     7.156     4.890
008-Trypsin / 2ZHD                        -270.601  -223.671   -46.931   -20.982
008-Trypsin / 2ZQ2                        -265.917  -222.638   -43.279   -19.439
008-Trypsin / 3LJJ                        -263.665  -220.327   -43.338   -19.670
008-Trypsin / 3LJO                        -260.872  -218.065   -42.807   -19.630
008-Trypsin / 5MNG                        -138.994  -140.649     1.655     1.177
008-Trypsin / 5MO2                        -131.292  -133.110     1.818     1.366
008-Trypsin / 6SY3                        -214.391  -188.975   -25.416   -13.450
008-Trypsin / 6T0M                        -253.936  -221.793   -32.143   -14.492
008-Trypsin / 6T0P                        -257.765  -222.309   -35.456   -15.949
008-Trypsin / 6T5W                        -243.127  -203.253   -39.873   -19.617
009-CDK2 / 3QQK                            -55.625   -61.680     6.055     9.818
009-CDK2 / 3QTQ                            -73.055   -72.420    -0.635    -0.877
009-CDK2 / 3QTR                            -61.255   -68.080     6.825    10.026
009-CDK2 / 3QTS                            -74.947   -74.760    -0.187    -0.250
009-CDK2 / 3QTU                           -123.410  -136.080    12.670     9.311
009-CDK2 / 3QTW                            -93.683   -79.690   -13.993   -17.560
009-CDK2 / 3QTX                           -109.177  -110.260     1.083     0.982
009-CDK2 / 3QTZ                            -91.431  -101.400     9.969     9.831
009-CDK2 / 3QU0                           -113.771  -108.200    -5.571    -5.149
009-CDK2 / 3QXP                           -115.123  -112.610    -2.513    -2.231
009-CDK2 / 3R8U                            -66.930   -69.770     2.840     4.071
009-CDK2 / 3R8V                            -60.894   -64.550     3.656     5.663
009-CDK2 / 3R8Z                            -52.382   -55.730     3.348     6.008
009-CDK2 / 3R9D                           -117.014  -112.600    -4.414    -3.920
009-CDK2 / 3R9N                            -71.524   -68.240    -3.284    -4.812
009-CDK2 / 3RAH                            -85.306   -74.470   -10.836   -14.551
009-CDK2 / 3RAK                            -85.576   -97.000    11.424    11.777
009-CDK2 / 3RAL                           -112.330  -105.740    -6.590    -6.232
009-CDK2 / 3RJC                            -63.597   -67.770     4.173     6.158
009-CDK2 / 3RK5                           -126.653  -146.140    19.487    13.335
009-CDK2 / 3RK7                           -107.376   -92.550   -14.826   -16.019
009-CDK2 / 3RK9                            -76.478   -72.320    -4.158    -5.750
009-CDK2 / 3RKB                            -73.505   -72.210    -1.295    -1.794
009-CDK2 / 3RMF                            -87.558  -103.770    16.212    15.623
009-CDK2 / 3RNI                           -100.620   -95.570    -5.050    -5.284
009-CDK2 / 3RPV                            -89.450  -105.500    16.050    15.214
009-CDK2 / 3RPY                            -93.593   -84.740    -8.853   -10.448
009-CDK2 / 3S00                            -65.488   -64.690    -0.798    -1.234
009-CDK2 / 3S0O                            -63.777   -64.210     0.433     0.675
009-CDK2 / 3S1H                            -90.711  -103.980    13.269    12.761
009-CDK2 / 3SQQ                            -97.016  -101.630     4.614     4.540
010-MMP12 / 3EHX                          -126.923  -128.764     1.841     1.429
010-MMP12 / 3EHY                          -119.086  -112.893    -6.193    -5.486
010-MMP12 / 3F15                          -135.301  -133.428    -1.873    -1.404
010-MMP12 / 3F16                          -132.598  -129.731    -2.868    -2.210
010-MMP12 / 3F17                          -136.111  -132.057    -4.054    -3.070
010-MMP12 / 3F18                          -134.039  -133.044    -0.996    -0.748
010-MMP12 / 3F19                          -122.419  -119.632    -2.787    -2.330
010-MMP12 / 3F1A                          -121.834  -118.100    -3.734    -3.161
010-MMP12 / 3LK8                          -126.473  -123.865    -2.608    -2.105
010-MMP12 / 3N2U                          -149.443  -154.459     5.016     3.247
010-MMP12 / 3N2V                          -134.400  -131.516    -2.884    -2.193
010-MMP12 / 3NX7                          -126.653  -126.899     0.246     0.194
010-MMP12 / 3RTS                          -122.464  -125.882     3.417     2.715
010-MMP12 / 3RTT                          -124.401  -126.266     1.865     1.477
010-MMP12 / 4GUY                          -129.265  -134.390     5.125     3.814
010-MMP12 / 5LAB                          -130.436  -126.075    -4.361    -3.459
010-MMP12 / 6RD0                           -67.290   -72.888     5.598     7.680
010-MMP12 / 6RLY                           -69.407   -60.709    -8.698   -14.328
==========================================================================================
RMSE               79.601   kcal/mol
MUE                34.388   kcal/mol
------------------------------------------------------------------------------------------
MSE                18.222   kcal/mol
min               -50.944   kcal/mol
max               323.330   kcal/mol
range             374.274   kcal/mol
min abs             0.038   kcal/mol
max abs           323.330   kcal/mol
==========================================================================================
RMSE              159.888   %
MUE                54.450   %
MSE                43.425   %
min               -45.325   %
max               674.078   %
range             719.403   %
min abs             0.089   %
max abs           674.078   %
------------------------------------------------------------------------------------------
RMSE/|avg|         66.762   %
MUE/|avg|          28.842   %
==========================================================================================
Statistics for groups:
001-CA2        (10) RMSE     33.173   MSE     -30.464   kcal/mol
002-HIV-PR     (22) RMSE     18.259   MSE     -17.479   kcal/mol
003-CK2        (16) RMSE     11.373   MSE       4.473   kcal/mol
004-AR         (14) RMSE      5.494   MSE      -1.337   kcal/mol
005-Cath-D     (10) RMSE     32.086   MSE      32.027   kcal/mol
006-BACE1      (16) RMSE    248.624   MSE     229.237   kcal/mol
007-JAK1       (12) RMSE     17.852   MSE      -9.699   kcal/mol
008-Trypsin    (15) RMSE     28.843   MSE     -18.542   kcal/mol
009-CDK2       (31) RMSE      8.782   MSE       1.584   kcal/mol
010-MMP12      (18) RMSE      4.085   MSE      -0.997   kcal/mol
--------------------------------------------------------------------------------
001-CA2        RMSE/|avg|     15.72 %
002-HIV-PR     RMSE/|avg|     11.83 %
003-CK2        RMSE/|avg|     21.95 %
004-AR         RMSE/|avg|     4.33 %
005-Cath-D     RMSE/|avg|     23.57 %
006-BACE1      RMSE/|avg|     379.45 %
007-JAK1       RMSE/|avg|     18.38 %
008-Trypsin    RMSE/|avg|     14.78 %
009-CDK2       RMSE/|avg|     9.91 %
010-MMP12      RMSE/|avg|     3.36 %
==========================================================================================

